%g vratio
7.762444 5e-05
7.852329 4.375e-05
7.943254 3.125e-05
8.035233 5e-05
8.128277 1.875e-05
8.222398 2.5e-05
8.317608 1.25e-05
8.413921 3.125e-05
8.51135 1.25e-05
8.609907 6.25e-06
8.709605 0.0
8.810457 6.25e-06
8.912477 6.25e-06
9.015678 6.25e-06
9.120075 0.0
9.22568 0.0
9.332509 0.0
9.440575 0.0
9.549891 0.00053125
9.660473 0.0
9.772336 0.0
9.885494 0.0
