#./double_integration --dev=0 --block=256 --domainz=-10:20:1024 --domaint=-5:2:1024 --domaineps=-1:3:256:1 --lambda=10.0 --zeta=0.1 --second=3.14 --skew=0.99>> integrate_10.0_0.1_-1:3:256:1.dat
#eps <v_r> <v>/v_0 
1.596339e+00 3.246538e-02 1.324654e+00 
1.654817e+00 3.360015e-02 1.336002e+00 
1.715438e+00 3.477127e-02 1.347713e+00 
1.778279e+00 3.597959e-02 1.359796e+00 
1.843423e+00 3.722595e-02 1.372260e+00 
1.910953e+00 3.851118e-02 1.385112e+00 
1.980957e+00 3.983610e-02 1.398361e+00 
2.053525e+00 4.120149e-02 1.412015e+00 
2.128752e+00 4.260815e-02 1.426082e+00 
2.206734e+00 4.405682e-02 1.440568e+00 
2.287573e+00 4.554822e-02 1.455482e+00 
2.371374e+00 4.708304e-02 1.470830e+00 
2.458244e+00 4.866193e-02 1.486619e+00 
2.548297e+00 5.028550e-02 1.502855e+00 
2.641648e+00 5.195432e-02 1.519543e+00 
2.738420e+00 5.366890e-02 1.536689e+00 
2.838736e+00 5.542971e-02 1.554297e+00 
2.942727e+00 5.723714e-02 1.572371e+00 
3.050528e+00 5.909154e-02 1.590915e+00 
3.162278e+00 6.099317e-02 1.609932e+00 
3.278121e+00 6.294226e-02 1.629423e+00 
3.398208e+00 6.493891e-02 1.649389e+00 
3.522695e+00 6.698319e-02 1.669832e+00 
3.651741e+00 6.907506e-02 1.690751e+00 
3.785515e+00 7.121439e-02 1.712144e+00 
3.924190e+00 7.340100e-02 1.734010e+00 
4.067944e+00 7.563456e-02 1.756346e+00 
4.216965e+00 7.791470e-02 1.779147e+00 
4.371445e+00 8.024093e-02 1.802409e+00 
4.531584e+00 8.261266e-02 1.826127e+00 
4.697589e+00 8.502919e-02 1.850292e+00 
4.869675e+00 8.748976e-02 1.874898e+00 
5.048066e+00 8.999347e-02 1.899935e+00 
5.232991e+00 9.253933e-02 1.925393e+00 
5.424691e+00 9.512627e-02 1.951263e+00 
5.623413e+00 9.775309e-02 1.977531e+00 
5.829415e+00 1.004185e-01 2.004185e+00 
6.042964e+00 1.031212e-01 2.031212e+00 
6.264335e+00 1.058596e-01 2.058596e+00 
6.493816e+00 1.086322e-01 2.086322e+00 
6.731704e+00 1.114374e-01 2.114374e+00 
6.978306e+00 1.142735e-01 2.142735e+00 
7.233942e+00 1.171386e-01 2.171386e+00 
7.498942e+00 1.200308e-01 2.200308e+00 
7.773650e+00 1.229483e-01 2.229483e+00 
8.058422e+00 1.258890e-01 2.258890e+00 
8.353625e+00 1.288508e-01 2.288508e+00 
8.659643e+00 1.318318e-01 2.318318e+00 
8.976871e+00 1.348296e-01 2.348296e+00 
9.305720e+00 1.378422e-01 2.378422e+00 
9.646616e+00 1.408673e-01 2.408673e+00 
1.000000e+01 1.439026e-01 2.439026e+00 
1.036633e+01 1.469459e-01 2.469459e+00 
1.074608e+01 1.499950e-01 2.499950e+00 
1.113974e+01 1.530476e-01 2.530476e+00 
1.154782e+01 1.561014e-01 2.561014e+00 
1.197085e+01 1.591542e-01 2.591542e+00 
1.240938e+01 1.622037e-01 2.622037e+00 
1.286397e+01 1.652476e-01 2.652476e+00 
1.333521e+01 1.682840e-01 2.682840e+00 
1.382372e+01 1.713104e-01 2.713104e+00 
1.433013e+01 1.743250e-01 2.743250e+00 
1.485508e+01 1.773255e-01 2.773255e+00 
1.539927e+01 1.803101e-01 2.803101e+00 
1.596339e+01 1.832766e-01 2.832766e+00 
1.654817e+01 1.862233e-01 2.862233e+00 
1.715438e+01 1.891483e-01 2.891483e+00 
1.778279e+01 1.920498e-01 2.920498e+00 
1.843423e+01 1.949261e-01 2.949261e+00 
1.910953e+01 1.977757e-01 2.977757e+00 
1.980957e+01 2.005968e-01 3.005968e+00 
2.053525e+01 2.033882e-01 3.033882e+00 
2.128752e+01 2.061483e-01 3.061483e+00 
2.206734e+01 2.088758e-01 3.088758e+00 
2.287573e+01 2.115696e-01 3.115696e+00 
2.371374e+01 2.142284e-01 3.142284e+00 
2.458244e+01 2.168512e-01 3.168512e+00 
2.548297e+01 2.194370e-01 3.194370e+00 
2.641648e+01 2.219849e-01 3.219849e+00 
2.738420e+01 2.244940e-01 3.244940e+00 
2.838736e+01 2.269637e-01 3.269637e+00 
2.942727e+01 2.293931e-01 3.293931e+00 
3.050528e+01 2.317818e-01 3.317818e+00 
3.162278e+01 2.341291e-01 3.341291e+00 
3.278121e+01 2.364348e-01 3.364348e+00 
3.398208e+01 2.386983e-01 3.386983e+00 
3.522695e+01 2.409194e-01 3.409194e+00 
3.651741e+01 2.430978e-01 3.430978e+00 
3.785515e+01 2.452334e-01 3.452334e+00 
3.924190e+01 2.473261e-01 3.473261e+00 
4.067944e+01 2.493759e-01 3.493759e+00 
4.216965e+01 2.513826e-01 3.513826e+00 
4.371445e+01 2.533465e-01 3.533465e+00 
4.531584e+01 2.552675e-01 3.552675e+00 
4.697589e+01 2.571460e-01 3.571460e+00 
4.869675e+01 2.589821e-01 3.589821e+00 
5.048066e+01 2.607761e-01 3.607761e+00 
5.232991e+01 2.625282e-01 3.625282e+00 
5.424691e+01 2.642389e-01 3.642389e+00 
5.623413e+01 2.659085e-01 3.659085e+00 
5.829415e+01 2.675375e-01 3.675375e+00 
6.042964e+01 2.691262e-01 3.691262e+00 
6.264335e+01 2.706751e-01 3.706751e+00 
6.493816e+01 2.721848e-01 3.721848e+00 
6.731704e+01 2.736558e-01 3.736558e+00 
6.978306e+01 2.750887e-01 3.750887e+00 
7.233942e+01 2.764840e-01 3.764840e+00 
7.498942e+01 2.778422e-01 3.778422e+00 
7.773650e+01 2.791641e-01 3.791641e+00 
8.058422e+01 2.804502e-01 3.804502e+00 
8.353625e+01 2.817012e-01 3.817012e+00 
8.659643e+01 2.829177e-01 3.829177e+00 
8.976871e+01 2.841004e-01 3.841004e+00 
9.305720e+01 2.852498e-01 3.852498e+00 
9.646616e+01 2.863668e-01 3.863668e+00 
1.000000e+02 2.874519e-01 3.874519e+00 
1.036633e+02 2.885058e-01 3.885058e+00 
1.074608e+02 2.895292e-01 3.895292e+00 
1.113974e+02 2.905228e-01 3.905228e+00 
1.154782e+02 2.914872e-01 3.914872e+00 
1.197085e+02 2.924231e-01 3.924231e+00 
1.240938e+02 2.933312e-01 3.933312e+00 
1.286397e+02 2.942121e-01 3.942121e+00 
1.333521e+02 2.950664e-01 3.950664e+00 
1.382372e+02 2.958950e-01 3.958950e+00 
1.433013e+02 2.966983e-01 3.966983e+00 
1.485508e+02 2.974770e-01 3.974770e+00 
1.539927e+02 2.982318e-01 3.982318e+00 
1.596339e+02 2.989632e-01 3.989632e+00 
1.654817e+02 2.996719e-01 3.996719e+00 
1.715438e+02 3.003585e-01 4.003585e+00 
1.778279e+02 3.010236e-01 4.010236e+00 
1.843423e+02 3.016678e-01 4.016678e+00 
1.910953e+02 3.022916e-01 4.022916e+00 
1.980957e+02 3.028956e-01 4.028956e+00 
2.053525e+02 3.034804e-01 4.034804e+00 
2.128752e+02 3.040465e-01 4.040465e+00 
2.206734e+02 3.045944e-01 4.045944e+00 
2.287573e+02 3.051247e-01 4.051247e+00 
2.371374e+02 3.056378e-01 4.056378e+00 
2.458244e+02 3.061344e-01 4.061344e+00 
2.548297e+02 3.066148e-01 4.066148e+00 
2.641648e+02 3.070795e-01 4.070795e+00 
2.738420e+02 3.075291e-01 4.075291e+00 
2.838736e+02 3.079639e-01 4.079639e+00 
2.942727e+02 3.083844e-01 4.083844e+00 
3.050528e+02 3.087911e-01 4.087911e+00 
3.162278e+02 3.091843e-01 4.091843e+00 
3.278121e+02 3.095645e-01 4.095645e+00 
3.398208e+02 3.099321e-01 4.099321e+00 
3.522695e+02 3.102875e-01 4.102875e+00 
3.651741e+02 3.106310e-01 4.106310e+00 
3.785515e+02 3.109631e-01 4.109631e+00 
3.924190e+02 3.112840e-01 4.112840e+00 
4.067944e+02 3.115942e-01 4.115942e+00 
4.216965e+02 3.118939e-01 4.118939e+00 
4.371445e+02 3.121836e-01 4.121836e+00 
4.531584e+02 3.124635e-01 4.124635e+00 
4.697589e+02 3.127339e-01 4.127339e+00 
4.869675e+02 3.129952e-01 4.129952e+00 
5.048066e+02 3.132477e-01 4.132477e+00 
5.232991e+02 3.134916e-01 4.134916e+00 
5.424691e+02 3.137272e-01 4.137272e+00 
5.623413e+02 3.139548e-01 4.139548e+00 
5.829415e+02 3.141746e-01 4.141746e+00 
6.042964e+02 3.143869e-01 4.143869e+00 
6.264335e+02 3.145920e-01 4.145920e+00 
6.493816e+02 3.147901e-01 4.147901e+00 
6.731704e+02 3.149813e-01 4.149813e+00 
6.978306e+02 3.151661e-01 4.151661e+00 
7.233942e+02 3.153445e-01 4.153445e+00 
7.498942e+02 3.155167e-01 4.155167e+00 
7.773650e+02 3.156831e-01 4.156831e+00 
8.058422e+02 3.158437e-01 4.158437e+00 
8.353625e+02 3.159988e-01 4.159988e+00 
8.659643e+02 3.161485e-01 4.161485e+00 
8.976871e+02 3.162931e-01 4.162931e+00 
9.305720e+02 3.164327e-01 4.164327e+00 
9.646616e+02 3.165674e-01 4.165674e+00 
