#m p_+ p_- v_I v_II
8.191922e-02 3.773548e-02 7.260063e-51 9.575304e+01 1.664486e+02 5.713426e-01 3.945503e-01
8.649836e-02 3.536262e-02 5.953882e-56 9.247159e+01 1.592633e+02 5.712980e-01 3.967570e-01
9.133346e-02 3.305719e-02 9.084896e-61 8.931768e+01 1.524186e+02 5.713449e-01 3.989036e-01
9.643884e-02 3.082260e-02 2.201308e-66 8.628567e+01 1.458972e+02 5.711896e-01 4.009867e-01
1.018296e-01 2.866204e-02 2.377211e-72 8.337018e+01 1.396831e+02 5.712998e-01 4.030033e-01
1.075217e-01 2.657845e-02 1.582143e-78 8.056612e+01 1.337608e+02 5.713878e-01 4.049504e-01
1.135320e-01 2.457452e-02 2.090049e-85 7.786863e+01 1.281158e+02 5.713313e-01 4.068254e-01
1.198782e-01 2.265263e-02 1.769410e-92 7.527310e+01 1.227343e+02 5.713369e-01 4.086260e-01
1.265792e-01 2.081484e-02 9.955582e-101 7.277514e+01 1.176032e+02 5.713322e-01 4.103499e-01
1.336547e-01 1.906287e-02 3.586262e-109 7.037057e+01 1.127099e+02 5.713191e-01 4.119954e-01
1.411258e-01 1.739808e-02 5.403784e-118 6.805540e+01 1.080429e+02 5.713259e-01 4.135611e-01
1.490144e-01 1.582143e-02 1.008846e-127 6.582586e+01 1.035907e+02 5.713493e-01 4.150458e-01
1.573441e-01 1.433350e-02 2.939123e-138 6.367833e+01 9.934292e+01 5.712093e-01 4.164488e-01
1.661393e-01 1.293445e-02 1.557325e-149 6.160937e+01 9.528938e+01 5.713084e-01 4.177697e-01
1.754262e-01 1.162401e-02 3.092726e-161 5.961571e+01 9.142056e+01 5.713479e-01 4.190086e-01
1.852322e-01 1.040151e-02 1.469788e-173 5.769423e+01 8.772740e+01 5.712819e-01 4.201660e-01
1.955864e-01 9.265821e-03 8.168015e-188 5.584196e+01 8.420127e+01 5.713358e-01 4.212425e-01
2.065193e-01 8.215428e-03 1.996417e-201 5.405606e+01 8.083403e+01 5.713937e-01 4.222396e-01
2.180633e-01 7.248397e-03 2.876194e-217 5.233381e+01 7.761794e+01 5.713146e-01 4.231588e-01
2.302527e-01 6.362402e-03 1.079065e-233 5.067265e+01 7.454563e+01 5.713194e-01 4.240020e-01
2.431234e-01 5.554751e-03 2.222015e-251 4.907011e+01 7.161012e+01 5.713470e-01 4.247718e-01
2.567136e-01 4.822410e-03 3.773623e-270 4.752384e+01 6.880480e+01 5.712854e-01 4.254707e-01
2.710634e-01 4.162034e-03 3.541859e-290 4.603160e+01 6.612338e+01 5.713810e-01 4.261018e-01
2.862153e-01 3.570011e-03 8.328259e-312 4.459124e+01 6.355988e+01 5.712889e-01 4.266684e-01
3.022143e-01 3.042496e-03 0.000000e+00 4.320072e+01 6.110865e+01 5.713070e-01 4.271739e-01
3.191075e-01 2.575456e-03 0.000000e+00 4.185808e+01 5.876429e+01 5.712773e-01 4.276220e-01
3.369450e-01 2.164727e-03 0.000000e+00 4.056146e+01 5.652170e+01 5.713326e-01 4.280167e-01
3.557796e-01 1.806052e-03 0.000000e+00 3.930907e+01 5.437603e+01 5.713311e-01 4.283618e-01
3.756671e-01 1.495138e-03 0.000000e+00 3.809921e+01 5.232267e+01 5.713194e-01 4.286613e-01
3.966662e-01 1.227704e-03 0.000000e+00 3.693024e+01 5.035725e+01 5.714061e-01 4.289193e-01
4.188391e-01 9.995328e-04 0.000000e+00 3.580061e+01 4.847561e+01 5.713047e-01 4.291397e-01
4.422515e-01 8.065135e-04 0.000000e+00 3.470882e+01 4.667380e+01 5.712692e-01 4.293264e-01
4.669725e-01 6.446855e-04 0.000000e+00 3.365344e+01 4.494807e+01 5.713748e-01 4.294831e-01
4.930755e-01 5.102783e-04 0.000000e+00 3.263311e+01 4.329486e+01 5.711894e-01 4.296134e-01
5.206375e-01 3.997416e-04 0.000000e+00 3.164652e+01 4.171078e+01 5.712545e-01 4.297207e-01
5.497402e-01 3.097734e-04 0.000000e+00 3.069241e+01 4.019262e+01 5.713231e-01 4.298082e-01
5.804697e-01 2.373385e-04 0.000000e+00 2.976959e+01 3.873732e+01 5.713455e-01 4.298787e-01
6.129169e-01 1.796834e-04 0.000000e+00 2.887690e+01 3.734199e+01 5.710601e-01 4.299349e-01
6.471778e-01 1.343398e-04 0.000000e+00 2.801324e+01 3.600385e+01 5.713463e-01 4.299791e-01
6.833539e-01 9.912583e-05 0.000000e+00 2.717756e+01 3.472028e+01 5.712233e-01 4.300135e-01
7.215521e-01 7.213882e-05 0.000000e+00 2.636884e+01 3.348879e+01 5.712771e-01 4.300399e-01
7.618856e-01 5.174275e-05 0.000000e+00 2.558612e+01 3.230701e+01 5.712645e-01 4.300598e-01
8.044736e-01 3.655197e-05 0.000000e+00 2.482846e+01 3.117269e+01 5.712721e-01 4.300747e-01
8.494422e-01 2.541084e-05 0.000000e+00 2.409496e+01 3.008368e+01 5.713238e-01 4.300856e-01
8.969245e-01 1.737085e-05 0.000000e+00 2.338478e+01 2.903793e+01 5.712179e-01 4.300935e-01
9.470610e-01 1.166665e-05 0.000000e+00 2.269709e+01 2.803353e+01 5.712728e-01 4.300991e-01
1.000000e+00 7.691354e-06 0.000000e+00 2.203109e+01 2.706860e+01 5.712635e-01 4.301030e-01
