#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=s:-2:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=1 --zeta=1.0 --comp=0 --mean=1.0 --second=50 --skew=0.99 --distribution=s>> journal_4_s_1_s:-2:3:300:1_1.0_0.99_40.0.dat
#s <<v>> qnu(q) mu_q Dx Gx EBx
7.644208e-02 7.111674e-04 6.461247e-01 3.644642e+01 2.895039e-03 3.274453e-01 3.048444e-02
7.943267e-02 7.669608e-04 6.589811e-01 3.841355e+01 3.051278e-03 3.150300e-01 3.138566e-02
8.254025e-02 8.340934e-04 6.647968e-01 4.078126e+01 3.243206e-03 2.894149e-01 3.212535e-02
8.576941e-02 8.987901e-04 6.927395e-01 4.376373e+01 3.480554e-03 3.046110e-01 3.334069e-02
8.912491e-02 9.817631e-04 7.133368e-01 4.725648e+01 3.763242e-03 2.674173e-01 3.460705e-02
9.261168e-02 1.060635e-03 7.283604e-01 5.077627e+01 4.045495e-03 2.875477e-01 3.569365e-02
9.623486e-02 1.146452e-03 7.376882e-01 5.367691e+01 4.275793e-03 2.793328e-01 3.639495e-02
9.999978e-02 1.249013e-03 7.525004e-01 5.823724e+01 4.639801e-03 3.584697e-01 3.769755e-02
1.039120e-01 1.351933e-03 7.690223e-01 6.234291e+01 4.961226e-03 3.524321e-01 3.853714e-02
1.079773e-01 1.461674e-03 7.686945e-01 6.554494e+01 5.216522e-03 3.093100e-01 3.904366e-02
1.122016e-01 1.589304e-03 7.840620e-01 7.097219e+01 5.647092e-03 2.912995e-01 4.018521e-02
1.165912e-01 1.729726e-03 7.991305e-01 7.593707e+01 6.037692e-03 2.550086e-01 4.080331e-02
1.211525e-01 1.871060e-03 8.070674e-01 8.151929e+01 6.477331e-03 2.466999e-01 4.158401e-02
1.258922e-01 2.037945e-03 8.219673e-01 8.887415e+01 7.052560e-03 2.167637e-01 4.299450e-02
1.308174e-01 2.216269e-03 8.336512e-01 9.514848e+01 7.554464e-03 1.805285e-01 4.345572e-02
1.359353e-01 2.419503e-03 8.497891e-01 1.037886e+02 8.242653e-03 1.250978e-01 4.422474e-02
1.412534e-01 2.635018e-03 8.520070e-01 1.109319e+02 8.811260e-03 9.354293e-02 4.451239e-02
1.467796e-01 2.864105e-03 8.576164e-01 1.199452e+02 9.540233e-03 8.622539e-02 4.495823e-02
1.525219e-01 3.130665e-03 8.691237e-01 1.308060e+02 1.041272e-02 8.909380e-02 4.551458e-02
1.584889e-01 3.439211e-03 8.839576e-01 1.445393e+02 1.150302e-02 8.344674e-02 4.619980e-02
1.646893e-01 3.760259e-03 8.964189e-01 1.578012e+02 1.257307e-02 8.705235e-02 4.663754e-02
1.711324e-01 4.145375e-03 9.103925e-01 1.740223e+02 1.386783e-02 8.447874e-02 4.680371e-02
1.778274e-01 4.564826e-03 9.186453e-01 1.907393e+02 1.515634e-02 6.486678e-02 4.687858e-02
1.847845e-01 5.036466e-03 9.300750e-01 2.108399e+02 1.672821e-02 6.641686e-02 4.694808e-02
1.920137e-01 5.585442e-03 9.303510e-01 2.310450e+02 1.833607e-02 6.333458e-02 4.621994e-02
1.995257e-01 6.202119e-03 9.407405e-01 2.545755e+02 2.018964e-02 5.304205e-02 4.559886e-02
2.073316e-01 6.857691e-03 9.440416e-01 2.806827e+02 2.225420e-02 3.613722e-02 4.505348e-02
2.154428e-01 7.587992e-03 9.492847e-01 3.101292e+02 2.457885e-02 4.427612e-02 4.410970e-02
2.238715e-01 8.456781e-03 9.528750e-01 3.420029e+02 2.711486e-02 3.667057e-02 4.290652e-02
2.326298e-01 9.397493e-03 9.560851e-01 3.785873e+02 2.997374e-02 3.577888e-02 4.149938e-02
2.417308e-01 1.045935e-02 9.631581e-01 4.210161e+02 3.323241e-02 2.201188e-02 4.051387e-02
2.511879e-01 1.165632e-02 9.729126e-01 4.762492e+02 3.764442e-02 1.504135e-02 3.944397e-02
2.610149e-01 1.296483e-02 9.773545e-01 5.285152e+02 4.194296e-02 -7.846355e-04 3.792489e-02
2.712264e-01 1.445820e-02 9.772265e-01 5.820939e+02 4.636740e-02 1.855874e-02 3.577518e-02
2.818374e-01 1.609005e-02 9.802764e-01 6.438238e+02 5.130159e-02 6.309509e-03 3.413033e-02
2.928635e-01 1.792996e-02 9.817473e-01 7.196876e+02 5.740457e-02 2.222669e-02 3.257573e-02
3.043210e-01 1.994505e-02 9.827431e-01 7.935581e+02 6.345464e-02 1.697755e-02 3.072774e-02
3.162267e-01 2.213753e-02 9.894497e-01 8.943629e+02 7.161195e-02 2.335727e-02 2.940738e-02
3.285983e-01 2.458979e-02 9.963524e-01 9.961100e+02 7.919310e-02 2.159095e-02 2.794731e-02
3.414538e-01 2.729363e-02 1.003722e+00 1.123522e+03 8.829477e-02 1.531172e-02 2.663016e-02
3.548123e-01 3.028612e-02 1.011497e+00 1.258882e+03 9.920668e-02 1.859140e-02 2.506816e-02
3.686934e-01 3.349185e-02 9.939252e-01 1.355680e+03 1.060488e-01 1.729846e-03 2.304029e-02
3.831175e-01 3.700475e-02 1.004689e+00 1.517698e+03 1.170221e-01 -1.959509e-02 2.181983e-02
3.981059e-01 4.083113e-02 9.944556e-01 1.646830e+03 1.251760e-01 -3.458214e-02 2.025115e-02
4.136808e-01 4.500023e-02 9.896661e-01 1.800771e+03 1.391201e-01 -3.091848e-02 1.869690e-02
4.298649e-01 4.943869e-02 9.914550e-01 1.973074e+03 1.566426e-01 -1.900303e-02 1.746225e-02
4.466822e-01 5.426868e-02 9.991348e-01 2.175336e+03 1.763692e-01 -1.899046e-02 1.630354e-02
4.641575e-01 5.938365e-02 9.955246e-01 2.362208e+03 1.904898e-01 -2.931660e-02 1.518261e-02
4.823164e-01 6.493074e-02 9.945604e-01 2.599129e+03 2.104165e-01 -2.528775e-02 1.426828e-02
5.011858e-01 7.086241e-02 9.949038e-01 2.810216e+03 2.318589e-01 -1.782519e-02 1.325929e-02
5.207933e-01 7.722002e-02 9.938606e-01 3.033627e+03 2.510881e-01 -1.704037e-02 1.235759e-02
5.411680e-01 8.400956e-02 9.961986e-01 3.324894e+03 2.728214e-01 -8.225322e-03 1.156545e-02
5.623397e-01 9.125070e-02 1.005261e+00 3.638288e+03 2.954090e-01 -1.090193e-02 1.097643e-02
5.843398e-01 9.877626e-02 1.002810e+00 3.953628e+03 3.102402e-01 -1.184565e-02 1.030278e-02
6.072005e-01 1.068433e-01 1.002081e+00 4.271160e+03 3.275433e-01 -7.733583e-03 9.654284e-03
6.309556e-01 1.152928e-01 1.000593e+00 4.592824e+03 3.615752e-01 -1.123989e-02 9.118915e-03
6.556400e-01 1.243052e-01 1.000901e+00 4.978001e+03 3.924114e-01 -9.349048e-03 8.570910e-03
6.812901e-01 1.336835e-01 1.003563e+00 5.366462e+03 4.142405e-01 -7.849932e-03 8.090377e-03
7.079438e-01 1.434834e-01 9.988164e-01 5.677216e+03 4.319366e-01 -1.394647e-02 7.601023e-03
7.356402e-01 1.537133e-01 9.972795e-01 6.046753e+03 4.603955e-01 -5.811572e-03 7.168174e-03
7.644201e-01 1.644457e-01 1.002083e+00 6.509024e+03 5.032678e-01 -1.134157e-02 6.818533e-03
7.943260e-01 1.757234e-01 9.960235e-01 6.939860e+03 5.596584e-01 -1.326656e-02 6.433725e-03
8.254018e-01 1.873084e-01 9.939917e-01 7.392690e+03 6.208932e-01 -2.259618e-02 6.124973e-03
8.576935e-01 1.993640e-01 9.969397e-01 7.868745e+03 6.814517e-01 -4.477799e-03 5.844951e-03
8.912484e-01 2.118706e-01 9.954695e-01 8.356550e+03 7.481177e-01 1.706624e-02 5.538464e-03
9.261161e-01 2.247465e-01 1.001378e+00 8.892042e+03 7.625511e-01 1.414883e-02 5.286932e-03
9.623479e-01 2.382250e-01 9.911546e-01 9.311101e+03 7.122383e-01 7.459521e-03 5.016923e-03
9.999971e-01 2.521067e-01 9.857403e-01 9.705889e+03 7.064689e-01 7.617474e-03 4.757881e-03
1.039119e+00 2.662905e-01 9.935997e-01 1.027687e+04 8.138388e-01 3.948689e-03 4.525423e-03
1.079772e+00 2.810280e-01 9.909408e-01 1.079094e+04 8.604115e-01 7.344842e-03 4.325628e-03
1.122015e+00 2.960031e-01 9.920244e-01 1.137132e+04 8.304108e-01 -2.068222e-03 4.198670e-03
1.165911e+00 3.115843e-01 9.927133e-01 1.198573e+04 8.671557e-01 -4.961967e-03 3.996849e-03
1.211524e+00 3.272731e-01 9.981176e-01 1.275200e+04 1.006894e+00 -1.593459e-02 3.879189e-03
1.258922e+00 3.435406e-01 9.889043e-01 1.323866e+04 9.546113e-01 -2.625233e-02 3.682852e-03
1.308174e+00 3.601083e-01 9.986403e-01 1.401031e+04 9.741476e-01 -2.086353e-02 3.602982e-03
1.359353e+00 3.770598e-01 1.002226e+00 1.461347e+04 1.061723e+00 -2.233589e-02 3.487587e-03
1.412534e+00 3.943656e-01 9.925261e-01 1.513579e+04 1.108912e+00 -1.223332e-02 3.303409e-03
1.467795e+00 4.119308e-01 9.926183e-01 1.584436e+04 1.104137e+00 -2.083403e-02 3.235102e-03
1.525219e+00 4.297200e-01 9.951943e-01 1.657389e+04 1.250998e+00 -2.375150e-02 3.164411e-03
1.584889e+00 4.479539e-01 9.967514e-01 1.730441e+04 1.413614e+00 -2.868623e-02 3.038406e-03
1.646893e+00 4.662902e-01 9.932040e-01 1.793784e+04 1.456984e+00 -3.786439e-02 2.958417e-03
1.711323e+00 4.851745e-01 9.991949e-01 1.878534e+04 1.448151e+00 -3.776908e-02 2.877593e-03
1.778274e+00 5.041602e-01 1.000481e+00 1.963468e+04 1.532025e+00 -2.632099e-02 2.785921e-03
1.847844e+00 5.235374e-01 9.998166e-01 2.044048e+04 1.677254e+00 -2.799416e-02 2.760172e-03
1.920137e+00 5.429046e-01 1.000705e+00 2.113456e+04 1.796700e+00 -3.559792e-02 2.658248e-03
1.995257e+00 5.627267e-01 1.002966e+00 2.196397e+04 1.795586e+00 -2.536905e-02 2.632022e-03
2.073316e+00 5.826365e-01 1.002771e+00 2.274580e+04 1.763994e+00 -2.570552e-02 2.561331e-03
2.154429e+00 6.027242e-01 1.008631e+00 2.381372e+04 1.801793e+00 -2.375954e-02 2.495050e-03
2.238715e+00 6.230321e-01 1.010708e+00 2.483597e+04 1.897445e+00 -8.912206e-03 2.428055e-03
2.326299e+00 6.434484e-01 1.008021e+00 2.551957e+04 1.899275e+00 -9.583831e-04 2.372265e-03
2.417309e+00 6.640112e-01 1.005186e+00 2.620195e+04 1.967633e+00 -6.224990e-03 2.332926e-03
2.511880e+00 6.849028e-01 9.991007e-01 2.686479e+04 2.136337e+00 -3.433943e-03 2.286553e-03
2.610151e+00 7.058758e-01 1.002586e+00 2.746559e+04 2.245517e+00 1.122475e-03 2.253175e-03
2.712266e+00 7.268571e-01 1.002764e+00 2.838733e+04 2.268913e+00 1.538157e-03 2.170205e-03
2.818376e+00 7.480288e-01 9.969054e-01 2.905950e+04 2.203500e+00 8.992672e-03 2.142429e-03
2.928637e+00 7.693838e-01 1.002194e+00 2.999513e+04 2.349286e+00 4.688144e-03 2.103090e-03
3.043212e+00 7.907341e-01 1.001244e+00 3.071015e+04 2.549185e+00 3.973961e-03 2.093434e-03
3.162270e+00 8.123863e-01 9.985815e-01 3.160601e+04 2.769137e+00 1.056314e-03 2.064586e-03
3.285985e+00 8.338783e-01 1.003950e+00 3.257865e+04 2.931475e+00 6.553292e-03 2.004981e-03
3.414541e+00 8.557019e-01 1.001246e+00 3.342496e+04 2.917151e+00 5.897284e-03 1.989007e-03
3.548125e+00 8.774025e-01 1.003969e+00 3.434891e+04 2.828183e+00 1.825070e-02 1.945376e-03
3.686936e+00 8.992366e-01 1.000713e+00 3.532222e+04 2.816724e+00 1.950097e-02 1.955390e-03
3.831177e+00 9.214013e-01 1.001806e+00 3.626688e+04 2.806220e+00 1.801741e-02 1.924038e-03
3.981061e+00 9.432623e-01 1.005389e+00 3.736789e+04 2.954870e+00 1.795149e-02 1.894116e-03
4.136810e+00 9.654214e-01 1.003651e+00 3.813237e+04 3.012803e+00 1.218629e-02 1.850367e-03
4.298651e+00 9.875411e-01 1.003354e+00 3.916386e+04 3.137580e+00 1.382232e-02 1.853108e-03
4.466824e+00 1.009890e+00 1.008591e+00 4.028074e+04 3.130578e+00 7.680774e-03 1.825929e-03
4.641576e+00 1.032303e+00 1.002526e+00 4.109790e+04 3.164637e+00 1.090860e-02 1.825333e-03
4.823165e+00 1.054706e+00 1.004271e+00 4.224342e+04 3.183735e+00 1.485407e-02 1.812100e-03
5.011858e+00 1.077114e+00 9.999236e-01 4.293268e+04 3.269361e+00 2.345383e-02 1.792908e-03
5.207934e+00 1.099564e+00 1.002828e+00 4.415477e+04 3.696532e+00 2.429342e-02 1.783848e-03
5.411680e+00 1.122208e+00 1.002410e+00 4.521011e+04 3.872558e+00 2.750826e-02 1.751065e-03
5.623397e+00 1.144942e+00 1.001404e+00 4.609028e+04 4.003702e+00 2.752602e-02 1.736403e-03
5.843397e+00 1.167561e+00 1.001537e+00 4.701883e+04 4.187685e+00 3.033316e-02 1.738787e-03
6.072004e+00 1.190328e+00 1.005812e+00 4.816841e+04 4.271719e+00 2.552295e-02 1.664519e-03
6.309555e+00 1.213375e+00 1.001225e+00 4.927400e+04 4.059406e+00 2.308953e-02 1.694322e-03
6.556399e+00 1.236195e+00 1.004535e+00 5.086225e+04 4.253256e+00 1.854467e-02 1.689553e-03
6.812900e+00 1.259209e+00 1.002465e+00 5.217077e+04 4.020572e+00 2.505386e-02 1.701951e-03
7.079436e+00 1.282174e+00 1.001704e+00 5.324889e+04 4.247527e+00 2.318847e-02 1.677632e-03
7.356400e+00 1.305274e+00 1.005352e+00 5.505592e+04 4.486896e+00 1.949942e-02 1.663089e-03
7.644198e+00 1.328306e+00 1.004873e+00 5.646501e+04 4.878417e+00 3.333807e-02 1.691103e-03
7.943257e+00 1.350855e+00 1.006337e+00 5.817863e+04 5.007014e+00 2.916801e-02 1.680255e-03
8.254015e+00 1.372905e+00 1.005900e+00 5.979585e+04 4.923617e+00 3.546476e-02 1.662850e-03
8.576931e+00 1.392913e+00 1.002432e+00 6.123377e+04 4.857409e+00 2.506709e-02 1.691580e-03
8.912479e+00 1.408937e+00 1.012687e+00 6.420308e+04 5.058580e+00 2.651966e-02 1.686931e-03
9.261156e+00 1.418155e+00 1.008368e+00 6.593812e+04 5.120333e+00 2.030325e-02 1.663923e-03
9.623473e+00 1.418313e+00 1.007540e+00 6.864663e+04 5.340603e+00 3.133106e-02 1.656055e-03
9.999966e+00 1.408147e+00 1.009945e+00 7.232346e+04 5.717482e+00 2.008247e-02 1.630664e-03
1.039119e+01 1.388038e+00 1.011853e+00 7.677516e+04 6.081628e+00 1.407087e-02 1.564384e-03
1.079772e+01 1.360976e+00 1.010369e+00 8.056270e+04 6.640581e+00 6.290317e-03 1.539946e-03
1.122015e+01 1.328934e+00 1.016268e+00 8.529223e+04 7.070299e+00 2.244353e-03 1.492858e-03
1.165910e+01 1.294548e+00 1.009516e+00 8.966072e+04 7.212584e+00 9.389520e-03 1.461387e-03
1.211523e+01 1.259922e+00 1.013277e+00 9.469694e+04 7.697688e+00 1.235056e-02 1.446247e-03
1.258921e+01 1.225893e+00 1.016036e+00 1.003103e+05 8.264598e+00 1.081872e-02 1.387835e-03
1.308173e+01 1.192922e+00 1.015097e+00 1.051289e+05 8.654845e+00 2.222073e-02 1.387954e-03
1.359352e+01 1.161698e+00 1.015061e+00 1.097005e+05 9.065465e+00 8.009195e-03 1.358867e-03
1.412532e+01 1.131829e+00 1.010498e+00 1.143662e+05 9.216662e+00 1.472437e-02 1.325965e-03
1.467794e+01 1.103493e+00 1.012284e+00 1.196991e+05 9.759380e+00 2.709770e-02 1.318097e-03
1.525217e+01 1.076921e+00 1.014119e+00 1.243432e+05 9.862514e+00 2.872300e-02 1.303315e-03
1.584887e+01 1.051851e+00 1.013778e+00 1.293720e+05 1.028969e+01 2.336895e-02 1.303077e-03
1.646892e+01 1.028534e+00 1.017212e+00 1.357163e+05 1.075283e+01 1.335657e-02 1.271248e-03
1.711322e+01 1.006836e+00 1.011552e+00 1.406692e+05 1.116822e+01 1.742315e-02 1.240730e-03
1.778273e+01 9.859890e-01 1.014759e+00 1.457576e+05 1.154287e+01 1.661146e-02 1.282096e-03
1.847843e+01 9.671337e-01 1.011048e+00 1.511937e+05 1.198596e+01 1.778328e-02 1.260281e-03
1.920134e+01 9.502057e-01 1.013949e+00 1.574253e+05 1.244019e+01 1.544702e-02 1.228809e-03
1.995255e+01 9.346580e-01 1.011424e+00 1.620637e+05 1.296253e+01 1.127172e-02 1.229644e-03
2.073313e+01 9.206587e-01 1.014104e+00 1.680038e+05 1.334689e+01 1.490641e-02 1.234412e-03
2.154426e+01 9.084241e-01 1.018229e+00 1.744747e+05 1.388420e+01 7.516503e-03 1.215577e-03
2.238712e+01 8.975467e-01 1.015311e+00 1.801338e+05 1.443488e+01 1.138759e-02 1.201987e-03
2.326295e+01 8.883106e-01 1.014329e+00 1.858037e+05 1.477897e+01 8.326054e-03 1.198530e-03
2.417306e+01 8.805854e-01 1.015808e+00 1.915900e+05 1.536100e+01 6.123781e-04 1.196384e-03
2.511876e+01 8.746787e-01 1.015741e+00 1.979066e+05 1.588478e+01 -3.064573e-03 1.180768e-03
2.610146e+01 8.699440e-01 1.015935e+00 2.043033e+05 1.640681e+01 -2.550721e-03 1.228809e-03
2.712261e+01 8.674310e-01 1.015862e+00 2.111752e+05 1.691260e+01 1.515436e-02 1.282573e-03
2.818371e+01 8.660259e-01 1.019344e+00 2.184174e+05 1.743654e+01 9.177089e-03 1.225233e-03
2.928632e+01 8.661959e-01 1.021296e+00 2.266059e+05 1.815846e+01 1.914740e-03 1.223922e-03
3.043207e+01 8.682085e-01 1.017164e+00 2.315910e+05 1.851847e+01 9.490013e-03 1.226306e-03
3.162264e+01 8.717268e-01 1.010681e+00 2.370156e+05 1.889042e+01 1.851737e-02 1.258254e-03
3.285979e+01 8.775555e-01 1.014371e+00 2.468647e+05 1.971022e+01 1.004601e-02 1.273036e-03
3.414534e+01 8.841479e-01 1.017617e+00 2.550188e+05 2.038647e+01 1.168156e-02 1.196384e-03
3.548118e+01 8.923897e-01 1.017516e+00 2.626802e+05 2.092123e+01 1.022995e-02 1.246810e-03
3.686928e+01 9.023239e-01 1.011581e+00 2.683781e+05 2.139981e+01 1.354229e-02 1.248598e-03
3.831170e+01 9.137237e-01 1.016215e+00 2.777879e+05 2.217267e+01 1.082838e-02 1.272440e-03
3.981053e+01 9.272975e-01 1.015986e+00 2.854653e+05 2.274770e+01 1.493502e-02 1.268148e-03
4.136801e+01 9.422848e-01 1.010222e+00 2.922630e+05 2.320479e+01 1.499832e-02 1.281381e-03
4.298642e+01 9.581137e-01 1.017073e+00 3.024685e+05 2.401584e+01 6.778121e-03 1.312137e-03
4.466815e+01 9.765241e-01 1.017203e+00 3.118898e+05 2.481003e+01 1.142347e-02 1.313448e-03
4.641567e+01 9.960744e-01 1.013870e+00 3.192922e+05 2.546956e+01 8.799314e-03 1.294017e-03
4.823155e+01 1.016906e+00 1.018121e+00 3.299947e+05 2.628316e+01 7.975101e-05 1.312852e-03
5.011848e+01 1.039202e+00 1.018236e+00 3.398235e+05 2.699522e+01 5.475044e-03 1.335859e-03
5.207923e+01 1.062677e+00 1.013929e+00 3.487762e+05 2.778877e+01 8.083463e-03 1.316667e-03
5.411669e+01 1.085304e+00 1.015973e+00 3.590894e+05 2.859473e+01 1.721656e-02 1.341701e-03
5.623386e+01 1.105992e+00 1.017796e+00 3.737808e+05 2.979380e+01 1.192129e-02 1.383901e-03
5.843385e+01 1.120536e+00 1.018679e+00 3.869832e+05 3.086492e+01 1.183474e-02 1.400471e-03
6.071991e+01 1.128336e+00 1.021622e+00 4.036817e+05 3.220341e+01 1.013756e-02 1.355052e-03
6.309542e+01 1.126139e+00 1.019109e+00 4.171985e+05 3.336588e+01 1.399136e-02 1.340151e-03
6.556385e+01 1.114613e+00 1.012174e+00 4.345162e+05 3.468304e+01 1.420259e-03 1.354694e-03
6.812886e+01 1.096516e+00 1.016273e+00 4.541375e+05 3.624594e+01 7.623911e-03 1.321793e-03
7.079421e+01 1.074601e+00 1.017534e+00 4.750255e+05 3.786805e+01 5.702019e-03 1.299500e-03
7.356384e+01 1.050770e+00 1.012297e+00 4.938852e+05 3.935583e+01 9.061098e-03 1.298666e-03
7.644183e+01 1.028277e+00 1.018180e+00 5.163961e+05 4.120012e+01 9.592295e-03 1.310706e-03
7.943240e+01 1.006663e+00 1.017431e+00 5.412594e+05 4.310107e+01 9.230018e-03 1.249790e-03
8.253998e+01 9.872556e-01 1.013836e+00 5.599695e+05 4.449399e+01 1.088011e-02 1.275063e-03
8.576913e+01 9.717289e-01 1.016317e+00 5.842544e+05 4.651653e+01 1.661539e-02 1.255870e-03
8.912461e+01 9.588797e-01 1.016296e+00 6.069406e+05 4.833281e+01 1.411009e-02 1.261115e-03
