#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=s:-2:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=100 --zeta=0.01 --comp=0 --mean=1.0 --second=50 --skew=0.99 --distribution=s>> journal_4_s_100_s:-2:3:300:1_1.0_0.99_40.0.dat
#s <<v>> qnu(q) mu_q Dx Gx EBx
8.253998e+01 8.035637e-01 9.933567e-01 5.331242e+07 4.242287e+03 -2.087319e-02 4.339218e-04
8.576913e+01 7.840701e-01 9.952800e-01 5.524735e+07 4.396378e+03 -2.231646e-02 4.577637e-04
8.912461e+01 7.728682e-01 9.923444e-01 5.716975e+07 4.549224e+03 -1.713461e-02 4.384518e-04
9.261137e+01 7.671040e-01 9.877952e-01 5.951518e+07 4.735943e+03 -2.040583e-02 4.525185e-04
9.623454e+01 7.900561e-01 9.947778e-01 6.201600e+07 4.934935e+03 -1.038259e-02 4.442930e-04
9.999945e+01 8.244370e-01 9.931309e-01 6.451907e+07 5.134131e+03 -1.784098e-02 4.647970e-04
1.039117e+02 8.679368e-01 9.942510e-01 6.690307e+07 5.323810e+03 -1.776159e-02 5.089045e-04
1.079769e+02 9.266397e-01 9.912235e-01 6.968730e+07 5.545424e+03 -1.770705e-02 4.417896e-04
1.122012e+02 9.879853e-01 9.916281e-01 7.227582e+07 5.751461e+03 -1.299679e-02 4.441738e-04
1.165908e+02 1.060538e+00 9.972118e-01 7.546610e+07 6.005206e+03 -1.958638e-02 4.508495e-04
1.211521e+02 1.124828e+00 9.931748e-01 7.823496e+07 6.225723e+03 -1.820004e-02 4.132986e-04
1.258918e+02 1.171278e+00 9.921449e-01 8.063450e+07 6.416558e+03 -1.075011e-02 4.122257e-04
1.308170e+02 1.206216e+00 9.936378e-01 8.379227e+07 6.667846e+03 -1.858920e-02 4.538298e-04
1.359349e+02 1.225327e+00 9.928498e-01 8.720706e+07 6.939421e+03 -1.469302e-02 4.558563e-04
1.412529e+02 1.228807e+00 9.911277e-01 9.085366e+07 7.229520e+03 -1.619840e-02 4.169941e-04
1.467791e+02 1.215801e+00 9.909333e-01 9.406643e+07 7.485541e+03 -1.271683e-02 4.416704e-04
1.525214e+02 1.185563e+00 9.962196e-01 9.840750e+07 7.830709e+03 -2.210093e-02 4.436970e-04
1.584884e+02 1.139864e+00 9.927185e-01 1.016877e+08 8.091876e+03 -1.503980e-02 4.112720e-04
1.646888e+02 1.089591e+00 9.901661e-01 1.057516e+08 8.415468e+03 -1.536900e-02 4.547834e-04
1.711318e+02 1.037243e+00 9.941286e-01 1.099761e+08 8.751487e+03 -1.489645e-02 4.507303e-04
1.778269e+02 9.868258e-01 9.917754e-01 1.145216e+08 9.112879e+03 -1.277739e-02 4.365444e-04
1.847839e+02 9.410319e-01 9.937761e-01 1.189610e+08 9.466425e+03 -1.995689e-02 4.519224e-04
1.920130e+02 9.148434e-01 9.910089e-01 1.238524e+08 9.855498e+03 -1.843035e-02 4.618168e-04
1.995250e+02 9.036557e-01 9.942534e-01 1.286503e+08 1.023744e+04 -1.920313e-02 4.255772e-04
2.073309e+02 8.992013e-01 9.913917e-01 1.334530e+08 1.061936e+04 -1.427686e-02 4.541874e-04
2.154421e+02 9.228885e-01 9.934795e-01 1.386929e+08 1.103640e+04 -1.026011e-02 4.228354e-04
2.238707e+02 9.616964e-01 9.907336e-01 1.438602e+08 1.144757e+04 -1.790571e-02 4.503727e-04
2.326290e+02 1.006693e+00 9.948310e-01 1.503592e+08 1.196454e+04 -1.196122e-02 4.287958e-04
2.417300e+02 1.061977e+00 9.939501e-01 1.550442e+08 1.233782e+04 -1.557672e-02 4.234314e-04
2.511870e+02 1.104318e+00 9.895837e-01 1.615303e+08 1.285404e+04 -1.622915e-02 4.585981e-04
2.610140e+02 1.143662e+00 9.934803e-01 1.682956e+08 1.339258e+04 -1.372987e-02 4.491806e-04
2.712255e+02 1.160761e+00 9.916613e-01 1.742584e+08 1.386726e+04 -1.736617e-02 4.278421e-04
2.818365e+02 1.151529e+00 9.893465e-01 1.807891e+08 1.438658e+04 -1.348454e-02 4.512072e-04
2.928625e+02 1.140500e+00 9.929317e-01 1.887863e+08 1.502313e+04 -2.084577e-02 4.687309e-04
3.043200e+02 1.091389e+00 9.934494e-01 1.961000e+08 1.560540e+04 -1.670200e-02 4.662275e-04
3.162257e+02 1.054240e+00 9.932694e-01 2.036962e+08 1.620964e+04 -2.004510e-02 4.442930e-04
3.285971e+02 1.008126e+00 9.935286e-01 2.116596e+08 1.684338e+04 -1.674384e-02 4.382133e-04
3.414526e+02 9.951478e-01 9.921466e-01 2.195442e+08 1.747064e+04 -2.235985e-02 4.386902e-04
3.548110e+02 9.741209e-01 9.905886e-01 2.280111e+08 1.814454e+04 -1.500648e-02 4.322529e-04
3.686920e+02 9.737064e-01 9.908543e-01 2.359872e+08 1.877900e+04 -1.956701e-02 4.673004e-04
3.831161e+02 9.899470e-01 9.887767e-01 2.454159e+08 1.952949e+04 -1.837164e-02 4.501343e-04
3.981045e+02 1.031554e+00 9.899526e-01 2.552344e+08 2.031061e+04 -1.790178e-02 4.259348e-04
4.136792e+02 1.079661e+00 9.927154e-01 2.659791e+08 2.116539e+04 -1.704317e-02 4.410744e-04
4.298633e+02 1.087641e+00 9.917604e-01 2.767708e+08 2.202458e+04 -1.605487e-02 4.173517e-04
4.466805e+02 1.114934e+00 9.968739e-01 2.868145e+08 2.282359e+04 -1.537961e-02 4.526377e-04
4.641557e+02 1.125857e+00 9.953977e-01 2.989531e+08 2.378935e+04 -1.804990e-02 4.266500e-04
4.823145e+02 1.108828e+00 9.917079e-01 3.102615e+08 2.468920e+04 -1.379496e-02 4.403591e-04
5.011837e+02 1.075826e+00 9.907663e-01 3.213797e+08 2.557396e+04 -1.430523e-02 4.299879e-04
5.207911e+02 1.061017e+00 9.947571e-01 3.343387e+08 2.660571e+04 -1.412648e-02 4.289150e-04
5.411657e+02 1.024152e+00 9.916167e-01 3.484404e+08 2.772772e+04 -1.451766e-02 4.518032e-04
5.623373e+02 1.023356e+00 9.968384e-01 3.638542e+08 2.895433e+04 -1.843458e-02 4.492998e-04
5.843372e+02 1.025069e+00 9.932929e-01 3.760932e+08 2.992829e+04 -1.345229e-02 4.231930e-04
6.071978e+02 1.050913e+00 9.927276e-01 3.897289e+08 3.101294e+04 -1.409459e-02 4.361868e-04
6.309528e+02 1.077276e+00 9.936140e-01 4.069903e+08 3.238757e+04 -1.371133e-02 4.312992e-04
6.556371e+02 1.094610e+00 9.924047e-01 4.221727e+08 3.359522e+04 -1.729381e-02 4.421473e-04
6.812871e+02 1.105060e+00 9.915556e-01 4.365683e+08 3.474020e+04 -1.829237e-02 4.270077e-04
7.079406e+02 1.104152e+00 9.898428e-01 4.538099e+08 3.611274e+04 -1.263404e-02 4.317760e-04
7.356368e+02 1.095939e+00 9.922696e-01 4.715071e+08 3.752098e+04 -1.471889e-02 4.379749e-04
7.644166e+02 1.075644e+00 9.896816e-01 4.895612e+08 3.895816e+04 -1.505238e-02 4.589558e-04
7.943223e+02 1.062995e+00 9.927435e-01 5.107887e+08 4.064604e+04 -1.993811e-02 4.347563e-04
8.253980e+02 1.061061e+00 9.923045e-01 5.284217e+08 4.205033e+04 -1.886952e-02 4.266500e-04
8.576895e+02 1.069691e+00 9.926779e-01 5.520687e+08 4.393116e+04 -2.090377e-02 4.400015e-04
8.912442e+02 1.082184e+00 9.949276e-01 5.755906e+08 4.580316e+04 -1.566136e-02 4.299879e-04
9.261117e+02 1.101908e+00 9.953918e-01 5.946570e+08 4.732079e+04 -1.269734e-02 4.192591e-04
9.623433e+02 1.099789e+00 9.880176e-01 6.157799e+08 4.900271e+04 -8.059084e-03 4.041195e-04
