#./overdamped_3d --dev=1 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=65536 --periods=1000 --trans=100 --samples=100 --spp=1000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.666666666667 --comp=0 --mean=20.0 --second=3.14 --skew=0.99 --distribution=s>> remake_rys1_s_3.14_a:-1:3:300:1_20.0_0.99_30.0.dat
#a <<v>> qnu(q) mu_q Dx Gx EBx
1.634303e+00 2.000193e+01 1.005951e+00 6.800578e+05 5.785600e+01 -7.901728e-03 1.562834e-04
1.685256e+00 2.000252e+01 1.005353e+00 6.784496e+05 5.899683e+01 -3.007692e-02 1.332760e-04
1.737798e+00 2.000219e+01 1.003381e+00 6.788562e+05 6.999761e+01 -2.491421e-02 1.378059e-04
1.791978e+00 2.000409e+01 1.008053e+00 6.809471e+05 5.011471e+01 -1.861823e-02 1.430511e-04
1.847847e+00 2.000394e+01 1.011493e+00 6.796454e+05 4.628480e+01 -1.902157e-02 1.456738e-04
1.905458e+00 2.000323e+01 9.998450e-01 6.752714e+05 5.361866e+01 -2.464765e-02 1.428127e-04
1.964865e+00 2.000452e+01 1.004459e+00 6.802792e+05 5.899683e+01 -1.724243e-02 1.335144e-04
2.026124e+00 2.000491e+01 9.946262e-01 6.677548e+05 5.614477e+01 -1.445270e-02 1.323223e-04
2.089293e+00 2.000600e+01 9.993029e-01 6.714400e+05 4.098812e+01 -2.528268e-02 1.440048e-04
2.154431e+00 2.000528e+01 9.979392e-01 6.741827e+05 6.013765e+01 -7.662952e-03 1.355410e-04
2.221600e+00 2.000631e+01 1.000876e+00 6.704939e+05 5.728559e+01 -1.300502e-02 1.417398e-04
2.290864e+00 2.000637e+01 9.992557e-01 6.664986e+05 5.948575e+01 -1.209128e-02 1.444817e-04
2.362287e+00 2.000588e+01 1.007262e+00 6.738882e+05 6.722704e+01 -1.527625e-02 1.478195e-04
2.435936e+00 2.000713e+01 1.001021e+00 6.760877e+05 5.076661e+01 -2.388650e-02 1.531839e-04
2.511882e+00 2.000713e+01 1.000569e+00 6.710599e+05 4.881091e+01 -2.782941e-02 1.324415e-04
2.590195e+00 2.000918e+01 1.004700e+00 6.702049e+05 7.113844e+01 -1.976997e-02 1.332760e-04
2.670950e+00 2.000968e+01 9.916002e-01 6.704519e+05 6.567879e+01 -1.536095e-02 1.493692e-04
2.754223e+00 2.001004e+01 9.977205e-01 6.739711e+05 5.899683e+01 -3.064871e-02 1.583099e-04
2.840092e+00 2.001009e+01 9.937278e-01 6.717663e+05 6.641217e+01 -2.667445e-02 1.423359e-04
2.928639e+00 2.001120e+01 9.983634e-01 6.717302e+05 6.135996e+01 -1.950282e-02 1.384020e-04
3.019946e+00 2.001243e+01 9.967651e-01 6.659671e+05 5.272230e+01 -2.310377e-02 1.462698e-04
3.114099e+00 2.001302e+01 9.943277e-01 6.678156e+05 4.824050e+01 -1.624769e-02 1.456738e-04
3.211188e+00 2.001351e+01 9.982249e-01 6.712850e+05 5.304825e+01 -1.584059e-02 1.453161e-04
3.311304e+00 2.001484e+01 9.937109e-01 6.651451e+05 8.939160e+01 -2.587897e-02 1.307726e-04
3.414541e+00 2.001618e+01 1.002118e+00 6.744722e+05 5.264081e+01 -1.281542e-02 1.302958e-04
3.520998e+00 2.001748e+01 9.946945e-01 6.694061e+05 6.054509e+01 -1.799589e-02 1.407862e-04
3.630773e+00 2.001863e+01 9.928523e-01 6.686768e+05 5.638923e+01 -2.482861e-02 1.389980e-04
3.743970e+00 2.001880e+01 1.000387e+00 6.671021e+05 4.546993e+01 -2.442020e-02 1.364946e-04
3.860697e+00 2.002086e+01 9.988697e-01 6.681354e+05 8.189477e+01 -8.939564e-03 1.279116e-04
3.981063e+00 2.002243e+01 9.974484e-01 6.703300e+05 6.087103e+01 -1.786017e-02 1.375675e-04
4.105181e+00 2.002412e+01 9.943448e-01 6.642672e+05 3.878797e+01 -2.203143e-02 1.355410e-04
4.233170e+00 2.002563e+01 9.993244e-01 6.694182e+05 5.370015e+01 -1.462620e-02 1.392365e-04
4.365148e+00 2.002764e+01 1.003263e+00 6.707288e+05 4.954430e+01 -1.284295e-02 1.509190e-04
4.501241e+00 2.002938e+01 9.971673e-01 6.678769e+05 6.787894e+01 -2.947032e-02 1.401901e-04
4.641578e+00 2.003122e+01 1.001378e+00 6.710637e+05 4.318828e+01 -4.820824e-04 1.468658e-04
