#./munderdamped_3d --dev=2 --amp=15.0 --omega=4.0 --force=0.1 --mass=1.0 --Dg=0.001 --block=1024 --paths=65536 --periods=2000 --trans=1000 --samples=200 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=g:0.85:1.0:300:0 --domainy=a:15.0:15.0:1:0 --domainz=w:4.0:4.0:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/f0.1-D0.001-m_0.85_1.0-a15.0-w4.0.dat
#./munderdamped_3d --dev=1 --amp=15.0 --omega=4.0 --force=0.1 --mass=1.0 --Dg=0.001 --block=1024 --paths=65536 --periods=2000 --trans=1000 --samples=200 --spp=200 --algorithm=predcorr --pav=1 --mode=moments --domain=3d --domainx=g:1.0:1.0:1:0 --domainy=a:15.0:15.0:1:0 --domainz=w:4.0:4.0:1:0 --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> temp/f0.1-D0.001-m1.0-a15.0-w4.0.dat
#g a w <<v>> <<v^2>> qnu(q) mu_q Dx Gx EBx
9.045026e-01 1.500000e+01 4.000000e+00 1.039940e-01 8.408608e+00 1.012575e+00 5.919131e+03 9.421997e-01 -3.549695e-03 2.879977e-03
9.050026e-01 1.500000e+01 4.000000e+00 1.079456e-01 8.408132e+00 9.830199e-01 5.801024e+03 9.232752e-01 6.039500e-03 2.920508e-03
9.055026e-01 1.500000e+01 4.000000e+00 1.117934e-01 8.407952e+00 9.942974e-01 5.699149e+03 9.069369e-01 6.921291e-04 2.961397e-03
9.060026e-01 1.500000e+01 4.000000e+00 1.154579e-01 8.407178e+00 9.874711e-01 5.511146e+03 8.768591e-01 -1.692295e-03 3.000021e-03
9.065027e-01 1.500000e+01 4.000000e+00 1.193839e-01 8.406789e+00 1.009260e+00 5.472857e+03 8.707118e-01 -9.621501e-03 3.070951e-03
9.070027e-01 1.500000e+01 4.000000e+00 1.231379e-01 8.405476e+00 9.940421e-01 5.381669e+03 8.564948e-01 4.041433e-03 3.080726e-03
9.075027e-01 1.500000e+01 4.000000e+00 1.261623e-01 8.404704e+00 1.002340e+00 5.291891e+03 8.421882e-01 1.189220e-02 3.123403e-03
9.080027e-01 1.500000e+01 4.000000e+00 1.291118e-01 8.403140e+00 9.969066e-01 5.222419e+03 8.309976e-01 2.999544e-03 3.144860e-03
9.085028e-01 1.500000e+01 4.000000e+00 1.318039e-01 8.401149e+00 1.012583e+00 5.139157e+03 8.180290e-01 4.213929e-03 3.161192e-03
9.090028e-01 1.500000e+01 4.000000e+00 1.339206e-01 8.399758e+00 1.001829e+00 5.102543e+03 8.121154e-01 1.808405e-04 3.216505e-03
