#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=p:-3:2:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0 --comp=0 --mean=1.0 --second=10 --skew=0.99 --distribution=s>> journal_3_s_10_p:-3:2:300:1_1.0_0.99_40.0.dat
#p <<v>> qnu(q) mu_q Dx Gx EBx
8.912460e+00 9.923615e-01 9.971286e-01 6.362364e+04 5.066538e+00 -1.460171e-02 3.424764e-03
9.261136e+00 9.843370e-01 9.841248e-01 6.429288e+04 5.161395e+00 -1.041865e-02 3.404021e-03
9.623452e+00 9.787942e-01 9.892679e-01 6.677463e+04 5.255614e+00 3.806949e-03 3.565788e-03
9.999944e+00 9.754550e-01 9.958882e-01 6.882478e+04 5.491164e+00 1.204884e-02 3.557801e-03
1.039117e+01 9.748925e-01 9.975492e-01 7.108538e+04 5.758544e+00 2.925992e-03 3.591299e-03
1.079769e+01 9.768913e-01 9.941410e-01 7.308479e+04 5.827299e+00 4.948974e-03 3.543973e-03
1.122012e+01 9.812300e-01 9.943408e-01 7.652636e+04 6.049479e+00 -9.601891e-03 3.630877e-03
1.165908e+01 9.876169e-01 9.988477e-01 7.980206e+04 6.328955e+00 1.015055e-02 3.628016e-03
1.211521e+01 9.965250e-01 9.953493e-01 8.317518e+04 6.516440e+00 2.170682e-02 3.662229e-03
1.258918e+01 1.007697e+00 9.948195e-01 8.668413e+04 6.885361e+00 1.860034e-02 3.675818e-03
1.308170e+01 1.021359e+00 9.957740e-01 9.142047e+04 7.349457e+00 1.175070e-02 3.679633e-03
1.359348e+01 1.032292e+00 1.001462e+00 9.641645e+04 7.522299e+00 2.341807e-02 3.737926e-03
1.412529e+01 1.019905e+00 1.000592e+00 9.847651e+04 7.795727e+00 7.529736e-03 3.933907e-03
1.467791e+01 1.005657e+00 1.007882e+00 1.001982e+05 7.940240e+00 7.746935e-03 4.063249e-03
1.525214e+01 9.944973e-01 9.995503e-01 1.014374e+05 7.988623e+00 -9.656549e-04 4.195690e-03
1.584884e+01 9.876785e-01 1.010410e+00 1.049035e+05 8.262688e+00 9.460449e-03 4.336953e-03
1.646888e+01 9.845039e-01 1.008583e+00 1.084593e+05 8.666942e+00 2.497911e-03 4.495978e-03
1.711318e+01 9.851337e-01 1.005795e+00 1.117980e+05 8.953738e+00 -1.312375e-03 4.539609e-03
1.778269e+01 9.900458e-01 1.013774e+00 1.183362e+05 9.389504e+00 -6.891191e-03 4.659414e-03
1.847839e+01 9.986781e-01 1.010975e+00 1.236205e+05 9.807127e+00 8.471727e-03 4.760623e-03
1.920130e+01 1.010724e+00 1.008422e+00 1.298562e+05 1.034698e+01 4.963994e-03 4.734278e-03
1.995250e+01 1.021343e+00 1.006881e+00 1.350934e+05 1.065319e+01 -7.700026e-03 4.699349e-03
2.073309e+01 1.006759e+00 9.953333e-01 1.344229e+05 1.061118e+01 4.348397e-03 4.862785e-03
2.154421e+01 9.957803e-01 1.001799e+00 1.374790e+05 1.078529e+01 -1.067102e-03 5.070806e-03
2.238707e+01 9.888381e-01 1.002826e+00 1.406422e+05 1.117586e+01 2.959251e-03 5.257845e-03
2.326291e+01 9.884387e-01 9.990536e-01 1.451854e+05 1.145438e+01 -4.205704e-04 5.329490e-03
2.417300e+01 9.928844e-01 9.991878e-01 1.522851e+05 1.215976e+01 9.526491e-03 5.479217e-03
2.511870e+01 1.003025e+00 1.002780e+00 1.619322e+05 1.283266e+01 -8.808553e-03 5.580783e-03
2.610140e+01 1.016515e+00 1.004078e+00 1.713116e+05 1.353135e+01 -6.141901e-03 5.694389e-03
2.712255e+01 1.004434e+00 1.003636e+00 1.739416e+05 1.394484e+01 7.398605e-03 5.848408e-03
2.818365e+01 9.944762e-01 9.991671e-01 1.761359e+05 1.390441e+01 4.865766e-03 6.116271e-03
2.928625e+01 9.912468e-01 1.005165e+00 1.848026e+05 1.478104e+01 -2.003497e-02 6.420851e-03
3.043200e+01 9.946790e-01 1.007221e+00 1.943152e+05 1.553289e+01 -2.560490e-02 6.645679e-03
3.162257e+01 1.005169e+00 9.990119e-01 2.035153e+05 1.610871e+01 -2.601951e-02 6.749392e-03
3.285971e+01 1.009889e+00 9.980343e-01 2.096285e+05 1.665747e+01 -3.089374e-02 6.859183e-03
3.414526e+01 9.973608e-01 1.005146e+00 2.174979e+05 1.729600e+01 -2.101177e-02 7.221460e-03
3.548110e+01 9.927014e-01 1.000149e+00 2.229419e+05 1.772763e+01 -1.499224e-02 7.443190e-03
3.686920e+01 9.960412e-01 1.003779e+00 2.336469e+05 1.858579e+01 1.749873e-03 7.670164e-03
3.831161e+01 1.007977e+00 1.004179e+00 2.466419e+05 1.966200e+01 -2.544820e-03 7.796526e-03
3.981045e+01 1.001319e+00 1.002892e+00 2.523931e+05 2.002869e+01 -1.345599e-02 8.080721e-03
4.136792e+01 9.939137e-01 1.003240e+00 2.594178e+05 2.059210e+01 -1.665562e-02 8.386612e-03
4.298633e+01 9.962282e-01 1.014533e+00 2.744562e+05 2.173674e+01 -2.113843e-02 8.789897e-03
4.466805e+01 1.008094e+00 1.000144e+00 2.855478e+05 2.275343e+01 -2.359629e-02 8.860469e-03
4.641557e+01 1.000233e+00 1.003757e+00 2.928969e+05 2.338718e+01 -2.260518e-02 9.222150e-03
4.823145e+01 9.956169e-01 1.007382e+00 3.044012e+05 2.418200e+01 -8.607864e-03 9.701252e-03
5.011837e+01 1.001356e+00 1.000680e+00 3.172320e+05 2.515508e+01 -3.697932e-03 9.858012e-03
5.207912e+01 1.003966e+00 9.999629e-01 3.318622e+05 2.642990e+01 -2.238810e-03 1.031876e-02
5.411657e+01 9.967437e-01 9.996365e-01 3.385302e+05 2.694557e+01 -6.853461e-03 1.065624e-02
5.623373e+01 1.000199e+00 9.925312e-01 3.526549e+05 2.801318e+01 4.104853e-03 1.092339e-02
5.843372e+01 1.002625e+00 9.959555e-01 3.668618e+05 2.930074e+01 -8.140743e-03 1.123106e-02
6.071978e+01 9.953693e-01 9.947554e-01 3.753641e+05 2.992017e+01 3.350377e-03 1.167738e-02
6.309528e+01 1.002864e+00 9.865543e-01 3.923123e+05 3.129814e+01 -1.667619e-03 1.192057e-02
6.556371e+01 9.987810e-01 9.914243e-01 4.058708e+05 3.228617e+01 9.943724e-03 1.240861e-02
6.812871e+01 9.985064e-01 1.000625e+00 4.285979e+05 3.415465e+01 -9.205043e-03 1.301587e-02
7.079406e+01 1.003553e+00 9.945450e-01 4.445242e+05 3.538905e+01 -2.350569e-03 1.330245e-02
7.356368e+01 9.966264e-01 9.985591e-01 4.564444e+05 3.633730e+01 -6.172299e-03 1.385379e-02
7.644166e+01 1.005680e+00 9.938608e-01 4.786854e+05 3.815453e+01 -1.475334e-03 1.420403e-02
7.943223e+01 9.950913e-01 9.952798e-01 4.905181e+05 3.899742e+01 -9.590387e-03 1.489139e-02
8.253980e+01 1.003841e+00 9.960918e-01 5.183360e+05 4.126919e+01 -1.542974e-02 1.542616e-02
8.576894e+01 9.959095e-01 1.000634e+00 5.323949e+05 4.230561e+01 -3.351867e-03 1.604807e-02
8.912442e+01 1.003845e+00 1.000918e+00 5.624973e+05 4.460413e+01 7.674694e-04 1.657140e-02
9.261117e+01 9.969537e-01 9.989210e-01 5.734422e+05 4.547248e+01 -7.236898e-03 1.710987e-02
9.623433e+01 1.000534e+00 9.965204e-01 5.961523e+05 4.768536e+01 -5.940318e-03 1.771247e-02
