#./overdamped_3d --dev=0 --amp=40.0 --omega=1.0 --force=0 --Dg=0.01 --block=256 --paths=262144 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=p:-3:2:300:1 --domainy=a:0:10:100:0 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0 --comp=0 --mean=1.0 --second=3.14 --skew=0.99 --distribution=s>> journal_3_s_3.14_p:-3:2:300:1_1.0_0.99_40.0.dat
#p <<v>> qnu(q) mu_q Dx Gx EBx
1.412530e+00 7.477554e-01 1.006371e+00 2.929444e+04 2.300266e+00 9.794950e-03 2.143264e-03
1.467792e+00 7.443700e-01 1.000925e+00 2.882379e+04 2.260955e+00 1.076591e-02 2.173066e-03
1.525215e+00 7.423254e-01 1.006107e+00 2.898972e+04 2.252202e+00 8.792400e-03 2.173305e-03
1.584885e+00 7.409523e-01 1.003731e+00 2.884660e+04 2.269868e+00 5.094886e-03 2.160072e-03
1.646890e+00 7.403785e-01 9.962036e-01 2.840578e+04 2.180741e+00 -8.806586e-04 2.144098e-03
1.711320e+00 7.405844e-01 9.982711e-01 2.865143e+04 2.216869e+00 -7.609487e-03 2.145171e-03
1.778270e+00 7.415201e-01 1.008148e+00 2.946427e+04 2.336395e+00 -2.559084e-02 2.203703e-03
1.847840e+00 7.434862e-01 1.004584e+00 2.951237e+04 2.305359e+00 -1.215732e-02 2.192259e-03
1.920132e+00 7.459612e-01 1.003112e+00 2.987112e+04 2.308861e+00 -2.066952e-02 2.210379e-03
1.995252e+00 7.495774e-01 9.925145e-01 2.945178e+04 2.288966e+00 -2.550495e-02 2.193809e-03
2.073311e+00 7.538678e-01 9.982758e-01 2.995513e+04 2.334166e+00 -3.222889e-02 2.182961e-03
2.154424e+00 7.591625e-01 1.006543e+00 3.046605e+04 2.411675e+00 -2.502108e-02 2.184987e-03
2.238710e+00 7.654138e-01 1.009639e+00 3.095234e+04 2.381117e+00 -4.107088e-02 2.216101e-03
2.326294e+00 7.723014e-01 1.001495e+00 3.071432e+04 2.431410e+00 -2.755511e-02 2.190709e-03
2.417304e+00 7.804841e-01 9.935055e-01 3.077765e+04 2.440959e+00 -3.608054e-02 2.157092e-03
2.511874e+00 7.894587e-01 9.960341e-01 3.126313e+04 2.599000e+00 -2.167571e-02 2.158403e-03
2.610145e+00 7.992184e-01 9.967167e-01 3.162080e+04 2.669983e+00 -4.106760e-03 2.144694e-03
2.712260e+00 8.101317e-01 1.006941e+00 3.235688e+04 2.766749e+00 -5.147934e-03 2.120137e-03
2.818370e+00 8.216882e-01 1.007823e+00 3.291036e+04 2.822613e+00 -7.707715e-03 2.146840e-03
2.928631e+00 8.348131e-01 1.000529e+00 3.344282e+04 2.951369e+00 -3.806710e-03 2.131701e-03
3.043206e+00 8.486552e-01 1.003690e+00 3.411013e+04 3.027445e+00 -1.476109e-02 2.075553e-03
3.162263e+00 8.634120e-01 9.999909e-01 3.467891e+04 2.967444e+00 2.080798e-03 2.117038e-03
3.285978e+00 8.794234e-01 9.989216e-01 3.519950e+04 2.873861e+00 3.364682e-03 2.082229e-03
3.414533e+00 8.965865e-01 9.947183e-01 3.542060e+04 2.732372e+00 -1.434743e-03 2.025723e-03
3.548117e+00 9.145938e-01 1.000627e+00 3.645260e+04 2.822772e+00 -7.694840e-03 1.978636e-03
3.686928e+00 9.336061e-01 1.006683e+00 3.736881e+04 2.957417e+00 -8.817315e-04 1.937747e-03
3.831169e+00 9.536811e-01 1.010958e+00 3.818894e+04 3.036994e+00 1.458526e-03 1.921058e-03
3.981053e+00 9.745832e-01 1.013030e+00 3.966662e+04 3.167501e+00 -1.382047e-02 1.946092e-03
4.136801e+00 9.967036e-01 1.010373e+00 4.071547e+04 3.262040e+00 -4.686415e-03 1.905918e-03
4.298642e+00 1.019384e+00 1.007042e+00 4.165973e+04 3.319972e+00 -2.442956e-03 1.840711e-03
4.466814e+00 1.043450e+00 1.006670e+00 4.270023e+04 3.251217e+00 -1.464480e-02 1.885176e-03
4.641566e+00 1.067636e+00 1.007362e+00 4.390825e+04 3.313287e+00 -8.948326e-03 1.879573e-03
4.823155e+00 1.092977e+00 9.997829e-01 4.473538e+04 3.681254e+00 3.394365e-03 1.865506e-03
5.011847e+00 1.118868e+00 1.000748e+00 4.599800e+04 3.910755e+00 -1.949835e-02 1.850724e-03
5.207922e+00 1.144767e+00 9.998494e-01 4.731652e+04 4.181637e+00 -2.810591e-02 1.875520e-03
5.411668e+00 1.166061e+00 1.000495e+00 4.892392e+04 4.220470e+00 -2.984756e-02 1.875877e-03
5.623384e+00 1.154394e+00 1.007367e+00 4.879461e+04 4.200099e+00 -1.594520e-02 1.924038e-03
5.843384e+00 1.121248e+00 9.989558e-01 4.741923e+04 3.993834e+00 -3.267759e-02 1.954317e-03
6.071990e+00 1.088549e+00 9.933063e-01 4.668636e+04 3.645603e+00 -2.470231e-02 2.068400e-03
6.309541e+00 1.058293e+00 9.976833e-01 4.666270e+04 3.581304e+00 -3.314602e-02 2.183914e-03
6.556384e+00 1.030814e+00 9.912440e-01 4.604563e+04 3.511913e+00 -3.044045e-02 2.292037e-03
6.812885e+00 1.006174e+00 1.003320e+00 4.701052e+04 3.864918e+00 -2.081650e-02 2.453566e-03
7.079421e+00 9.853432e-01 9.990147e-01 4.689046e+04 3.798710e+00 -1.995504e-03 2.535343e-03
7.356383e+00 9.678928e-01 1.004370e+00 4.787446e+04 3.820992e+00 -9.751379e-03 2.685308e-03
7.644182e+00 9.541742e-01 1.009953e+00 4.891139e+04 3.872240e+00 -9.038568e-03 2.801657e-03
7.943239e+00 9.440551e-01 1.013671e+00 5.055432e+04 4.073730e+00 -9.672642e-03 2.946496e-03
8.253997e+00 9.381582e-01 1.003775e+00 5.145992e+04 4.006248e+00 -1.818115e-02 2.977729e-03
8.576912e+00 9.365876e-01 1.001401e+00 5.344800e+04 4.236704e+00 -1.784825e-02 3.092885e-03
