#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:1.95:3.05:100:1 --domainy=s:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> symmetric_var_lam_l:1.95:3.05:100:1_s:-1.05:0.05:100:1_40_-0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
2.857569e+02 9.141134e-02 -2.512637e-01 9.875552e-01 1.452541e+04 1.154928e+00 -3.341109e-02 2.144933e-03
2.930871e+02 9.141134e-02 -2.696135e-01 9.582015e-01 1.495411e+04 1.189604e+00 2.977288e-02 1.827955e-03
3.006053e+02 9.141134e-02 -2.867160e-01 1.004705e+00 1.791893e+04 1.425571e+00 -5.316669e-02 1.886010e-03
3.083163e+02 9.141134e-02 -3.067320e-01 9.825561e-01 1.897575e+04 1.510500e+00 -1.474643e-02 1.816511e-03
3.162252e+02 9.141134e-02 -3.257716e-01 1.024826e+00 2.244511e+04 1.785539e+00 -2.604830e-02 1.788735e-03
3.243369e+02 9.141134e-02 -3.428970e-01 9.829324e-01 2.234677e+04 1.778676e+00 5.523336e-02 1.646757e-03
3.326567e+02 9.141134e-02 -3.648315e-01 9.950998e-01 2.558334e+04 2.036427e+00 3.078079e-02 1.650691e-03
3.411899e+02 9.141134e-02 -3.848734e-01 9.977388e-01 2.695742e+04 2.146562e+00 -1.565373e-02 1.539946e-03
3.499420e+02 9.141134e-02 -4.054458e-01 9.660149e-01 2.922136e+04 2.324935e+00 -2.633727e-02 1.374841e-03
3.589186e+02 9.141134e-02 -4.263103e-01 1.031277e+00 3.405007e+04 2.708339e+00 1.015894e-01 1.344919e-03
3.681255e+02 9.141134e-02 -4.463926e-01 9.943416e-01 3.583212e+04 2.849192e+00 -2.850950e-02 1.226664e-03
3.775686e+02 9.141134e-02 -4.650387e-01 9.645485e-01 3.850548e+04 3.066836e+00 -1.232815e-02 1.166105e-03
3.872539e+02 9.141134e-02 -4.869280e-01 9.894096e-01 4.005293e+04 3.189147e+00 4.612386e-02 1.075149e-03
3.971876e+02 9.141134e-02 -5.106412e-01 9.740525e-01 4.391589e+04 3.492018e+00 1.932621e-03 1.042962e-03
4.073762e+02 9.141134e-02 -5.281972e-01 9.815730e-01 4.965001e+04 3.952772e+00 -1.648033e-02 9.948015e-04
4.178260e+02 9.141134e-02 -5.444152e-01 9.937719e-01 5.504095e+04 4.385833e+00 1.847088e-02 1.016259e-03
4.285440e+02 9.141134e-02 -5.682469e-01 9.866974e-01 5.928239e+04 4.707485e+00 -4.195917e-02 9.187460e-04
4.395369e+02 9.141134e-02 -5.820244e-01 9.200081e-01 5.606571e+04 4.461670e+00 -2.385974e-02 9.247065e-04
4.508118e+02 9.141134e-02 -6.010603e-01 9.519136e-01 6.637732e+04 5.279010e+00 1.215447e-01 8.308887e-04
4.623759e+02 9.141134e-02 -6.175963e-01 1.015109e+00 8.058916e+04 6.412830e+00 6.342793e-02 8.558035e-04
