#./underdamped_3d_var --dev=3 --amp=0 --omega=1.59 --force=0 --gam=0.03183 --Dg=0.2 --block=256 --paths=16384 --periods=1000000 --trans=100000 --samples=100 --spp=100 --algorithm=predcorr --icav=1 --pav=1 --mode=moments --domain=1d --domainx=a:0:35:100:0 --domainy= --domainz= --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> fig1_omega1.59_Dg0.2.dat
#a <<v>> <<v^2>> atav2 qnu(q) mu_q Dx Gx Gv EBx EBv
4.899999e+00 -1.988690e-06 6.513585e+00 7.029643e-05 1.004840e+00 9.785805e+08 1.238179e+02 1.454604e-02 -2.303799e-01 7.510185e-06 1.777457e+07
5.249999e+00 -6.787078e-05 6.865130e+00 9.988285e-05 1.000051e+00 1.409397e+09 1.783278e+02 1.114845e-02 -2.389926e-01 -3.558397e-05 2.168229e+04
5.599999e+00 1.205567e-04 7.210676e+00 1.634069e-04 1.007030e+00 2.294265e+09 2.902892e+02 -5.859017e-03 -2.521446e-01 -6.854534e-06 1.124214e+04
5.949999e+00 -5.125229e-04 7.604587e+00 2.366347e-04 1.000322e+00 3.321268e+09 4.202341e+02 -3.534734e-03 -2.594712e-01 -4.887581e-06 8.998488e+02
6.299999e+00 -3.537045e-05 8.336478e+00 2.513845e-04 1.012946e+00 3.555113e+09 4.498237e+02 -7.936120e-03 -2.601960e-01 4.410744e-06 2.009348e+05
6.649999e+00 1.995564e-04 9.391350e+00 1.852087e-04 1.005229e+00 2.609428e+09 3.301656e+02 -1.609814e-02 -2.588120e-01 5.483627e-06 4.649829e+03
6.999999e+00 9.073652e-05 1.043869e+01 1.352232e-04 1.008078e+00 1.895810e+09 2.398727e+02 -2.360284e-03 -2.587855e-01 8.344650e-07 1.642330e+04
7.349998e+00 2.762984e-05 1.136354e+01 1.127821e-04 9.913142e-01 1.593814e+09 2.016617e+02 -6.770492e-03 -2.655519e-01 3.814697e-06 1.477341e+05
7.699998e+00 1.574378e-04 1.200995e+01 1.125061e-04 9.956000e-01 1.588990e+09 2.010522e+02 -1.204014e-02 -2.745705e-01 8.106232e-06 4.537979e+03
8.049998e+00 1.590678e-04 1.216316e+01 1.215443e-04 9.845832e-01 1.690495e+09 2.138956e+02 -1.059139e-02 -2.962638e-01 8.344650e-06 4.802634e+03
8.399999e+00 1.632546e-04 1.203986e+01 1.041940e-04 1.006603e+00 1.460584e+09 1.848046e+02 1.559985e-02 -3.413767e-01 6.079674e-06 3.908415e+03
8.749999e+00 1.993127e-04 1.112577e+01 4.107708e-05 9.958497e-01 5.757482e+08 7.284834e+01 3.123283e-04 -4.217725e-01 3.814697e-06 1.033021e+03
9.099999e+00 2.471260e-04 1.053152e+01 5.636333e-06 9.854390e-01 7.826510e+07 9.902779e+00 9.489536e-03 -4.836228e-01 5.245209e-06 9.129106e+01
9.450000e+00 5.155077e-05 1.193239e+01 4.933626e-07 9.723648e-01 7.002892e+06 8.860620e-01 2.572083e-02 -5.023930e-01 2.384186e-06 1.846504e+02
9.800000e+00 5.724446e-05 1.193261e+01 2.740683e-07 9.888831e-01 3.898522e+06 4.932720e-01 -2.265692e-03 -5.066540e-01 2.503395e-06 8.263574e+01
1.015000e+01 1.779463e-04 1.196870e+01 1.424607e-06 9.973027e-01 1.965715e+07 2.487181e+00 -8.882105e-03 -4.995755e-01 1.788139e-06 4.399012e+01
1.050000e+01 2.261255e-04 1.239822e+01 8.820598e-06 1.026014e+00 1.233178e+08 1.560325e+01 -1.101065e-02 -4.827015e-01 1.180172e-04 1.715038e+02
1.085000e+01 2.353522e-04 1.375270e+01 2.472168e-05 1.004835e+00 3.473364e+08 4.394764e+01 1.994252e-03 -4.709369e-01 -3.993511e-06 4.453151e+02
1.120000e+01 9.769120e-05 1.552423e+01 3.415709e-05 9.808537e-01 4.793386e+08 6.064965e+01 -7.305980e-03 -4.597204e-01 -2.980232e-07 3.578068e+03
1.155000e+01 1.451570e-04 1.712994e+01 3.485738e-05 9.886590e-01 4.906196e+08 6.207719e+01 -7.834196e-03 -4.579378e-01 2.384186e-06 1.653317e+03
1.190000e+01 1.380959e-04 1.878923e+01 3.679312e-05 9.960364e-01 5.153722e+08 6.520932e+01 7.838964e-03 -4.631281e-01 -2.503395e-06 1.928323e+03
1.225000e+01 1.597215e-04 2.089665e+01 4.917791e-05 9.968472e-01 6.844516e+08 8.660212e+01 -1.360011e-02 -4.652311e-01 -2.980232e-07 1.926716e+03
1.260000e+01 2.943261e-04 2.356947e+01 8.645979e-05 1.010000e+00 1.213790e+09 1.535775e+02 9.869099e-03 -4.657625e-01 6.198883e-06 9.970599e+02
1.295000e+01 8.647982e-04 2.386468e+01 1.778657e-04 1.010777e+00 2.493552e+09 3.155055e+02 -2.815783e-03 -4.621614e-01 9.536743e-06 2.368278e+02
1.330000e+01 1.727043e-03 2.386479e+01 3.219307e-04 1.007899e+00 4.518715e+09 5.717444e+02 1.222324e-02 -4.617931e-01 5.125999e-06 1.069335e+02
1.365000e+01 1.157484e-03 2.387477e+01 2.977629e-04 1.004591e+00 4.126164e+09 5.220778e+02 4.929066e-03 -4.673112e-01 7.987022e-06 2.212496e+02
1.400000e+01 3.278206e-04 2.396738e+01 1.712337e-04 1.010349e+00 2.419832e+09 3.061772e+02 -5.663574e-03 -4.742426e-01 3.933907e-06 1.592370e+03
1.435001e+01 6.297950e-04 2.424621e+01 1.053514e-04 9.933546e-01 1.480101e+09 1.872755e+02 -2.551693e-02 -4.805433e-01 4.053116e-06 2.646086e+02
1.470001e+01 7.184310e-04 2.478688e+01 8.403587e-05 1.001108e+00 1.165011e+09 1.474063e+02 -1.295954e-02 -4.777455e-01 -2.039075e-04 1.618150e+02
1.505001e+01 3.368878e-04 2.558323e+01 7.678388e-05 1.009434e+00 1.074458e+09 1.359494e+02 9.202957e-04 -4.733652e-01 2.069473e-04 6.755492e+02
1.540001e+01 2.011338e-04 2.651128e+01 6.872402e-05 1.001755e+00 9.631846e+08 1.218701e+02 -1.304114e-02 -4.767610e-01 -1.754165e-04 1.697786e+03
1.575001e+01 3.103462e-04 2.727859e+01 5.875485e-05 9.988210e-01 8.218300e+08 1.039850e+02 4.593611e-03 -4.844125e-01 -7.200241e-05 6.090297e+02
1.610001e+01 4.701154e-04 2.733518e+01 4.005567e-05 9.946198e-01 5.611378e+08 7.099978e+01 -8.387387e-03 -4.901624e-01 -2.127886e-05 1.802404e+02
1.645001e+01 4.105458e-04 2.650318e+01 1.834540e-05 1.013655e+00 2.568170e+08 3.249464e+01 5.890608e-03 -4.951310e-01 3.838539e-05 1.078439e+02
1.680001e+01 3.094350e-04 2.580376e+01 5.359537e-06 9.820300e-01 7.403921e+07 9.368087e+00 1.343739e-02 -4.991115e-01 1.633167e-05 5.497429e+01
1.715001e+01 2.156125e-04 2.627882e+01 1.311233e-06 9.601730e-01 1.811775e+07 2.292393e+00 1.231313e-03 -5.066810e-01 2.321005e-04 2.720539e+01
1.750001e+01 1.301335e-04 2.882825e+01 4.683426e-07 9.259563e-01 6.531623e+06 8.264313e-01 1.375401e-02 -5.037095e-01 -3.231764e-04 2.665573e+01
1.785001e+01 1.191259e-04 3.388440e+01 3.865883e-07 9.107158e-01 5.330190e+06 6.744192e-01 1.478767e-02 -5.066994e-01 2.310276e-04 2.624185e+01
1.820001e+01 1.585481e-04 4.077959e+01 7.319199e-07 9.592855e-01 1.007316e+07 1.274538e+00 1.745236e-02 -5.070837e-01 1.796484e-04 2.811666e+01
1.855001e+01 2.525296e-04 4.772935e+01 2.299670e-06 9.911266e-01 3.174384e+07 4.016491e+00 -3.688574e-03 -5.082092e-01 2.741814e-06 3.506126e+01
1.890001e+01 2.819867e-04 4.772935e+01 6.939094e-06 9.997903e-01 9.628171e+07 1.218231e+01 1.512349e-02 -5.039172e-01 2.980232e-06 8.626609e+01
1.925001e+01 3.381472e-04 4.772936e+01 1.595802e-05 1.001354e+00 2.235817e+08 2.828946e+01 -2.546728e-03 -5.033234e-01 1.430511e-06 1.385620e+02
1.960001e+01 3.252799e-04 4.772937e+01 2.678429e-05 9.995709e-01 3.743132e+08 4.736138e+01 -2.953410e-03 -5.022013e-01 1.311302e-06 2.521428e+02
1.995001e+01 1.621776e-04 4.772937e+01 4.025140e-05 9.989952e-01 5.639844e+08 7.135978e+01 -2.646452e-02 -4.946063e-01 4.053116e-06 1.529379e+03
2.030001e+01 2.376696e-04 4.772935e+01 5.473759e-05 9.835120e-01 7.749531e+08 9.805312e+01 1.411819e-02 -4.973124e-01 -1.788139e-06 9.680327e+02
2.065001e+01 6.113733e-04 4.772935e+01 7.549292e-05 9.864098e-01 1.055906e+09 1.336014e+02 -1.761258e-02 -4.951990e-01 -2.797246e-04 2.009730e+02
2.100001e+01 1.358559e-03 4.772935e+01 1.091463e-04 1.016501e+00 1.504632e+09 1.903779e+02 -7.422626e-03 -4.940292e-01 -2.797246e-04 5.813605e+01
2.135001e+01 1.745188e-03 4.773258e+01 1.323896e-04 1.025276e+00 1.827025e+09 2.311716e+02 -1.279318e-02 -4.971597e-01 -2.797246e-04 4.246796e+01
2.170001e+01 1.126303e-03 4.780866e+01 1.343955e-04 1.037148e+00 1.881615e+09 2.380775e+02 -4.435539e-02 -4.921719e-01 -2.797246e-04 1.049436e+02
2.205001e+01 8.689144e-04 4.813390e+01 1.143718e-04 1.030146e+00 1.600544e+09 2.025128e+02 -1.573968e-02 -4.992458e-01 -2.797246e-04 1.504833e+02
2.240001e+01 8.844304e-04 4.888758e+01 8.531057e-05 1.016666e+00 1.189866e+09 1.505514e+02 -2.395982e-02 -4.956639e-01 -2.797246e-04 1.080625e+02
2.275001e+01 8.614966e-04 5.003483e+01 6.793085e-05 1.011465e+00 9.326531e+08 1.180071e+02 -2.889270e-02 -5.023230e-01 -2.797246e-04 9.052925e+01
2.310001e+01 5.527915e-04 5.141825e+01 5.426643e-05 1.010809e+00 7.574279e+08 9.583630e+01 -2.769053e-03 -4.958075e-01 -2.876520e-04 1.765860e+02
2.345001e+01 4.013255e-04 5.261869e+01 4.028406e-05 9.917601e-01 5.641048e+08 7.137473e+01 -8.317649e-03 -4.969765e-01 -2.149940e-04 2.491151e+02
2.380001e+01 3.024033e-04 5.288713e+01 2.601121e-05 9.957101e-01 3.669478e+08 4.642906e+01 -1.087838e-02 -4.993789e-01 -1.550317e-04 2.834380e+02
2.415001e+01 3.734153e-04 5.236512e+01 1.402311e-05 1.006644e+00 1.965558e+08 2.486977e+01 -3.176153e-03 -4.992570e-01 -1.578331e-04 9.956805e+01
2.450002e+01 3.939327e-04 5.236127e+01 6.039155e-06 9.978760e-01 8.271276e+07 1.046547e+01 -1.258612e-03 -5.057025e-01 -1.817346e-04 3.791634e+01
2.485002e+01 2.559031e-04 5.431702e+01 2.188624e-06 9.807529e-01 3.005404e+07 3.802676e+00 -3.376961e-03 -5.024482e-01 -2.434254e-04 3.242104e+01
2.520002e+01 1.669183e-04 5.994156e+01 8.942749e-07 9.525082e-01 1.237295e+07 1.565524e+00 -1.301271e-02 -5.044849e-01 -2.046824e-04 3.109690e+01
2.555002e+01 1.191747e-04 6.982800e+01 5.511087e-07 9.401830e-01 7.652354e+06 9.682407e-01 6.061435e-03 -5.093225e-01 -2.239943e-04 3.780331e+01
2.590002e+01 1.332404e-04 8.276337e+01 5.414890e-07 9.210402e-01 7.518070e+06 9.512460e-01 -1.382840e-02 -5.062039e-01 -1.434684e-04 2.950125e+01
2.625002e+01 1.624297e-04 9.545871e+01 8.394737e-07 9.376406e-01 1.155903e+07 1.462544e+00 9.343624e-04 -5.101830e-01 -1.247525e-04 3.081823e+01
2.660002e+01 2.442904e-04 9.545871e+01 1.797745e-06 9.708357e-01 2.440693e+07 3.088171e+00 -1.171267e-02 -5.097824e-01 -6.794930e-05 2.912419e+01
2.695002e+01 3.127957e-04 9.545871e+01 4.448716e-06 1.016382e+00 6.157411e+07 7.790849e+00 -7.737696e-03 -5.067356e-01 3.576279e-07 4.446878e+01
2.730002e+01 3.098903e-04 9.545871e+01 9.435007e-06 9.994815e-01 1.307336e+08 1.654150e+01 5.491853e-03 -5.096327e-01 5.960464e-07 9.724860e+01
2.765002e+01 3.529316e-04 9.545871e+01 1.746925e-05 9.964160e-01 2.437665e+08 3.084324e+01 3.593564e-03 -5.065258e-01 7.390976e-06 1.392469e+02
2.800002e+01 3.573784e-04 9.545871e+01 2.659006e-05 9.887931e-01 3.704000e+08 4.686591e+01 -1.455104e-02 -5.063452e-01 -2.622604e-06 2.071913e+02
2.835002e+01 4.591375e-04 9.545871e+01 3.732017e-05 9.943213e-01 5.228408e+08 6.615402e+01 -2.625048e-03 -5.041018e-01 6.318092e-06 1.760346e+02
2.870002e+01 1.004289e-03 9.545871e+01 4.878087e-05 9.940939e-01 6.696019e+08 8.472365e+01 1.030827e-02 -4.990477e-01 4.887581e-06 4.736506e+01
2.905002e+01 9.383004e-04 9.545871e+01 5.673800e-05 9.925119e-01 7.857796e+08 9.942357e+01 -2.682501e-02 -5.055034e-01 -2.688169e-05 6.344514e+01
2.940002e+01 1.084665e-03 9.545871e+01 6.550483e-05 1.034614e+00 9.136444e+08 1.156015e+02 -3.380048e-02 -5.049917e-01 -2.797246e-04 5.467777e+01
2.975002e+01 1.127124e-03 9.545871e+01 6.878096e-05 1.019648e+00 9.478977e+08 1.199358e+02 -5.114704e-02 -4.994832e-01 -2.797246e-04 5.314081e+01
3.010002e+01 9.042373e-04 9.545871e+01 6.116329e-05 1.020173e+00 8.503461e+08 1.075927e+02 -4.949301e-02 -5.019062e-01 -2.797246e-04 7.380420e+01
3.045002e+01 8.820039e-04 9.545871e+01 4.932746e-05 1.001288e+00 6.852097e+08 8.669817e+01 -1.661491e-02 -5.044544e-01 -2.797246e-04 6.240855e+01
3.080002e+01 7.610894e-04 9.545871e+01 4.140759e-05 1.004752e+00 5.730330e+08 7.250478e+01 -2.249843e-02 -5.037815e-01 -2.797246e-04 7.048397e+01
3.115002e+01 6.234028e-04 9.545883e+01 3.125310e-05 9.945769e-01 4.299180e+08 5.439704e+01 -8.642137e-03 -5.060422e-01 -2.797246e-04 7.941844e+01
3.150002e+01 5.176594e-04 9.546013e+01 2.127780e-05 9.727817e-01 2.966420e+08 3.753359e+01 7.930040e-03 -5.060976e-01 -2.797246e-04 7.840331e+01
3.185002e+01 4.018583e-04 9.546547e+01 1.295479e-05 9.988691e-01 1.808855e+08 2.288696e+01 -4.275978e-03 -5.038373e-01 -2.797246e-04 7.922034e+01
3.220002e+01 3.001173e-04 9.547752e+01 6.689379e-06 9.891751e-01 9.266129e+07 1.172424e+01 4.098535e-03 -5.031219e-01 -2.797246e-04 7.326834e+01
3.255002e+01 2.927435e-04 9.549095e+01 3.221178e-06 9.751270e-01 4.411132e+07 5.581326e+00 -2.767748e-02 -5.067606e-01 -2.797246e-04 3.658721e+01
3.290002e+01 2.200067e-04 9.548964e+01 1.523169e-06 9.656776e-01 2.088459e+07 2.642487e+00 -2.125955e-02 -5.091974e-01 -2.797246e-04 3.046852e+01
3.325002e+01 1.797084e-04 9.546706e+01 8.987562e-07 9.494298e-01 1.241566e+07 1.570929e+00 -8.469582e-03 -5.067703e-01 -2.797246e-04 2.682948e+01
3.360002e+01 1.702094e-04 9.546939e+01 7.203787e-07 9.430166e-01 1.006977e+07 1.274119e+00 1.462352e-02 -5.003220e-01 -2.797246e-04 2.386531e+01
3.395002e+01 1.626274e-04 9.560031e+01 7.860542e-07 9.645643e-01 1.088353e+07 1.377074e+00 1.118886e-02 -5.046806e-01 -2.797246e-04 2.872112e+01
3.430001e+01 1.861592e-04 9.624924e+01 1.058805e-06 9.651612e-01 1.437528e+07 1.818872e+00 -1.044011e-02 -5.094360e-01 -2.797246e-04 2.955253e+01
3.465001e+01 2.218828e-04 9.852030e+01 1.876248e-06 9.772081e-01 2.611709e+07 3.304545e+00 -1.115477e-02 -5.072839e-01 -2.797246e-04 3.711034e+01
