#./underdamped_3d_var --dev=3 --amp=0 --omega=1.59 --force=0 --gam=0.03183 --Dg=0.5 --block=256 --paths=16384 --periods=1000000 --trans=100000 --samples=100 --spp=100 --algorithm=predcorr --icav=1 --pav=1 --mode=moments --domain=1d --domainx=a:0:35:100:0 --domainy= --domainz= --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> fig1_omega1.59_Dg0.5.dat
#a <<v>> <<v^2>> atav2 qnu(q) mu_q Dx Gx Gv EBx EBv
2.800002e+01 3.050243e-04 9.545871e+01 2.862984e-05 1.001801e+00 4.007972e+08 5.071223e+01 -3.876132e-02 -5.016462e-01 5.364418e-06 3.067160e+02
2.835002e+01 1.956112e-04 9.545871e+01 3.404620e-05 1.009599e+00 4.756067e+08 6.017761e+01 -1.542270e-02 -5.008096e-01 -2.920628e-06 8.887772e+02
2.870002e+01 1.547868e-04 9.545871e+01 3.990606e-05 1.025662e+00 5.653148e+08 7.152804e+01 -1.492488e-02 -5.008739e-01 2.634525e-05 1.664602e+03
2.905002e+01 1.785507e-05 9.545871e+01 4.668341e-05 1.037941e+00 6.560396e+08 8.300764e+01 -3.704411e-02 -5.011789e-01 9.655952e-06 1.464321e+05
2.940002e+01 -1.443324e-04 9.545871e+01 5.157683e-05 1.027366e+00 7.296719e+08 9.232390e+01 -8.729756e-03 -4.993851e-01 -2.797246e-04 2.474866e+03
2.975002e+01 -4.540995e-04 9.545871e+01 5.409653e-05 1.030200e+00 7.663090e+08 9.696001e+01 -2.595830e-02 -5.018597e-01 -2.797246e-04 2.613417e+02
3.010002e+01 -2.756896e-04 9.545872e+01 5.186988e-05 1.020517e+00 7.416499e+08 9.383981e+01 -3.110474e-02 -4.998880e-01 -2.797246e-04 6.814559e+02
3.045002e+01 -1.359585e-04 9.546012e+01 4.721890e-05 1.030876e+00 6.656664e+08 8.422578e+01 -2.711219e-02 -5.025120e-01 -2.797246e-04 2.553484e+03
3.080002e+01 1.097832e-04 9.546889e+01 4.126301e-05 1.024322e+00 5.805622e+08 7.345776e+01 -4.277241e-02 -5.017992e-01 -2.797246e-04 3.422647e+03
3.115002e+01 2.815218e-04 9.550739e+01 3.416008e-05 9.963928e-01 4.782728e+08 6.051477e+01 -1.843846e-02 -4.990317e-01 -2.797246e-04 4.300173e+02
3.150002e+01 2.994349e-04 9.562473e+01 2.906782e-05 1.003344e+00 4.107861e+08 5.197611e+01 -2.422118e-02 -5.068312e-01 -2.797246e-04 3.231961e+02
3.185002e+01 3.643628e-04 9.576346e+01 2.338924e-05 9.907123e-01 3.284486e+08 4.155808e+01 -3.217709e-02 -5.006928e-01 -2.797246e-04 1.751765e+02
3.220002e+01 4.832174e-04 9.593295e+01 1.875561e-05 1.003434e+00 2.609306e+08 3.301512e+01 -3.654915e-02 -5.043597e-01 -2.797246e-04 7.932413e+01
3.255002e+01 4.500738e-04 9.606799e+01 1.326212e-05 9.826421e-01 1.836532e+08 2.323733e+01 -4.768324e-02 -5.048623e-01 -2.797246e-04 6.447046e+01
3.290002e+01 4.878370e-04 9.613571e+01 9.241947e-06 9.712181e-01 1.267265e+08 1.603451e+01 -6.237602e-02 -5.052596e-01 -2.797246e-04 3.783417e+01
3.325002e+01 4.331923e-04 9.620170e+01 6.598588e-06 9.712237e-01 8.952007e+07 1.132680e+01 -7.594728e-02 -5.016941e-01 -2.797246e-04 3.416329e+01
3.360002e+01 4.125379e-04 9.651132e+01 5.363392e-06 9.519427e-01 7.212167e+07 9.125439e+00 -7.188153e-02 -5.042115e-01 -2.797246e-04 3.051460e+01
3.395002e+01 4.178958e-04 9.781667e+01 5.594301e-06 9.471805e-01 7.487501e+07 9.473816e+00 -6.036854e-02 -5.111380e-01 -2.798438e-04 3.103390e+01
3.430001e+01 4.023046e-04 1.009278e+02 7.169774e-06 9.692467e-01 9.827906e+07 1.243505e+01 -5.688030e-02 -5.043586e-01 -2.871156e-04 4.329915e+01
3.465001e+01 4.228105e-04 1.063676e+02 9.819065e-06 9.765335e-01 1.354451e+08 1.713760e+01 -1.964855e-02 -5.067258e-01 -2.049208e-04 5.392608e+01
